stratum,adm_state,state,trucktype,tabtrucks,bodytype,adm_modelyear,vius_gvw,miles_annl,miles_life,mpg,opclass,opclass_mtr,opclass_own,opclass_psl,opclass_pvt,opclass_rnt,transmssn,trip_primary,trip0_50,trip051_100,trip101_200,trip201_500,trip500more,adm_make,business
62,6,CA,2,17078.567,4,2,1,18000,29900,14.5,5,0,0,100,0,0,1,2,82,11,5,0,2,4,-99
62,6,CA,2,17078.567,4,5,1,12000,64000,-99,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
62,6,CA,2,17078.567,2,7,1,7872,125442,25,5,0,0,99,1,0,1,3,10,90,0,0,0,4,-99
62,6,CA,2,17078.567,4,3,1,12000,30000,15,5,0,0,100,0,0,1,2,100,0,0,0,0,10,-99
62,6,CA,2,17078.567,4,4,1,15000,58747,20,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,18,-99
62,6,CA,2,17078.567,4,5,1,14882,71979,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,7,-99
62,6,CA,2,17078.567,2,4,3,13820,58747,-99,5,0,0,70,30,0,-99,7,-99,-99,-99,-99,-99,24,-99
62,6,CA,2,17078.567,4,2,1,8600,25947,18,5,0,0,100,0,0,1,2,65,10,0,10,15,1,-99
62,6,CA,2,17078.567,3,7,2,12000,102000,30,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,3,1,10000,30000,18,5,0,0,100,0,0,1,2,85,10,5,0,0,4,-99
62,6,CA,2,17078.567,2,3,1,10000,50000,18,5,0,0,100,0,0,1,6,0,0,0,0,100,13,-99
62,6,CA,2,17078.567,2,10,1,6200,94889,27,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,15,-99
62,6,CA,2,17078.567,4,1,1,5220,5220,18,5,0,0,100,0,0,1,2,100,0,0,0,0,10,-99
62,6,CA,2,17078.567,4,2,1,20000,44881,24.5,5,0,0,100,0,0,2,2,96,4,0,0,0,18,-99
62,6,CA,2,17078.567,2,12,1,500,180000,22,5,0,0,100,0,0,1,2,100,0,0,0,0,17,-99
62,6,CA,2,17078.567,2,11,1,10868,132708,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,2,1,15416,37710,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,2,14,1,10445,130733,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,3,-99
62,6,CA,2,17078.567,2,5,1,12000,45000,17,5,0,0,100,0,0,1,2,90,5,5,0,0,18,-99
62,6,CA,2,17078.567,2,12,1,3800,92069,21,5,0,0,100,0,0,1,2,90,10,0,0,0,4,-99
62,6,CA,2,17078.567,3,9,1,11794,145528,11,2,90,0,0,10,0,1,7,-99,-99,-99,-99,-99,3,14
62,6,CA,2,17078.567,2,6,1,14000,88400,17,5,0,0,100,0,0,1,2,85,10,5,0,0,17,-99
62,6,CA,2,17078.567,4,17,1,0,170523,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,6,-99
62,6,CA,2,17078.567,2,7,2,11000,101000,19,5,0,0,100,0,0,1,2,80,5,3,2,5,4,-99
62,6,CA,2,17078.567,2,6,1,12000,98000,20,5,0,0,100,0,0,1,2,75,10,0,15,0,15,-99
62,6,CA,2,17078.567,4,5,1,9000,45000,30,5,0,0,100,0,0,2,2,100,0,0,0,0,1,-99
62,6,CA,2,17078.567,4,3,2,7500,27500,11,5,0,0,100,0,0,1,2,75,25,0,0,0,4,-99
62,6,CA,2,17078.567,4,10,1,11444,80000,11,5,0,0,100,0,0,1,2,90,10,0,0,0,18,-99
62,6,CA,2,17078.567,4,7,1,25000,118000,20,5,0,0,90,10,0,1,2,50,30,10,10,0,14,-99
62,6,CA,2,17078.567,4,1,2,20000,24000,18,5,0,0,90,10,0,-99,2,60,20,10,5,5,7,-99
62,6,CA,2,17078.567,4,1,1,15000,20000,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,15,-99
62,6,CA,2,17078.567,4,3,1,10000,30000,14,5,0,0,100,0,0,1,2,80,10,0,10,0,10,-99
62,6,CA,2,17078.567,4,7,2,10000,47883,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,18,-99
62,6,CA,2,17078.567,4,5,1,8000,52034,25.5,5,0,0,100,0,0,1,2,90,0,0,10,0,24,-99
62,6,CA,2,17078.567,2,9,1,5000,109000,10,5,0,0,100,0,0,1,2,100,0,0,0,0,17,-99
62,6,CA,2,17078.567,2,7,3,10000,67000,-99,5,0,0,100,0,0,1,7,-99,-99,-99,-99,-99,4,-99
62,6,CA,2,17078.567,4,14,1,5000,130733,-99,5,0,10,90,0,0,1,2,90,0,0,0,10,1,-99
62,6,CA,2,17078.567,2,7,1,12000,157000,18,5,0,0,100,0,0,1,2,90,10,0,0,0,3,-99
62,6,CA,2,17078.567,4,2,1,30000,40000,18,5,0,0,100,0,0,1,2,75,10,5,5,5,3,-99
63,6,CA,3,608.9095,23,6,8,20946,149465,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,8,-99
63,6,CA,3,608.9095,27,16,5,12000,192000,8.5,1,0,0,0,100,0,2,2,100,0,0,0,0,1,8
63,6,CA,3,608.9095,12,7,3,12000,143585,7,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,15,6,3,26000,216000,8,1,0,0,0,100,0,1,3,0,100,0,0,0,4,3
63,6,CA,3,608.9095,23,3,6,21237,84879,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,5,-99
63,6,CA,3,608.9095,12,17,3,3000,194943,-99,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,4,6
63,6,CA,3,608.9095,16,6,1,24000,125000,-99,1,0,0,0,100,0,1,3,30,70,0,0,0,4,6
63,6,CA,3,608.9095,15,3,5,21237,70343,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,12,17,8,20000,88000,8,1,0,0,0,100,0,-99,3,0,100,0,0,0,4,3
63,6,CA,3,608.9095,6,9,7,9287,76396,3.2,1,0,0,0,100,0,1,3,0,100,0,0,0,6,9
63,6,CA,3,608.9095,11,16,6,0,293045,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,28,7,4,13000,163693,10,1,0,0,0,100,0,1,3,0,100,0,0,0,6,9
63,6,CA,3,608.9095,27,10,4,19000,169703,6.3,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,12,17,4,500,80000,15,1,0,0,0,100,0,1,2,100,0,0,0,0,4,3
63,6,CA,3,608.9095,-99,9,10,8201,196131,5,2,100,0,0,0,0,2,2,100,0,0,0,0,4,1
63,6,CA,3,608.9095,12,14,2,3300,75000,8,1,0,0,0,100,0,1,2,98,1,0,1,0,4,3
63,6,CA,3,608.9095,15,14,7,6000,43070,8,1,0,0,0,100,0,2,2,100,0,0,0,0,4,5
63,6,CA,3,608.9095,23,6,4,10000,58660,10,1,0,0,0,100,0,1,6,0,0,0,20,80,4,12
63,6,CA,3,608.9095,27,17,4,2174,190001,5.7,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
63,6,CA,3,608.9095,12,17,5,0,77499,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,15,8,7,6400,126975,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,8,5
63,6,CA,3,608.9095,28,4,4,800,40750,12.5,1,0,0,0,100,0,1,1,10,0,0,0,0,4,-99
63,6,CA,3,608.9095,27,15,7,15950,224398,5.6,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
63,6,CA,3,608.9095,12,17,7,35000,180915,12,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,18,11
63,6,CA,3,608.9095,12,17,1,3000,105212,12,1,0,0,0,100,0,2,2,100,0,0,0,0,1,11
63,6,CA,3,608.9095,12,17,5,4000,115000,7,1,0,0,0,100,0,2,3,0,100,0,0,0,4,6
63,6,CA,3,608.9095,12,17,3,0,318292,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,25,2,7,35000,71000,12,1,0,0,0,100,0,1,3,0,100,0,0,0,6,8
63,6,CA,3,608.9095,6,13,7,8000,1224700,-99,2,100,0,0,0,0,1,3,0,100,0,0,0,4,8
63,6,CA,3,608.9095,16,9,4,24989,212869,-99,1,0,0,0,100,0,1,2,50,50,0,0,0,1,6
63,6,CA,3,608.9095,12,10,9,1431,242092,-99,1,0,0,5,95,0,1,2,95,5,0,0,0,18,6
63,6,CA,3,608.9095,7,13,5,20000,357528,1.2,3,0,100,0,0,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,23,4,5,41034,205248,8.9,2,100,0,0,0,0,2,3,23,75,2,0,0,5,1
63,6,CA,3,608.9095,19,2,10,10000,50150,3,1,0,0,0,100,0,2,1,15,0,0,0,0,8,9
63,6,CA,3,608.9095,23,8,3,20000,160000,14,4,0,0,0,0,100,1,3,0,100,0,0,0,4,2
63,6,CA,3,608.9095,15,7,5,25000,171516,16,1,0,0,0,100,0,1,3,0,98,2,0,0,4,6
63,6,CA,3,608.9095,24,17,3,11381,226398,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,24,-99
63,6,CA,3,608.9095,11,17,7,100,140235,-99,1,0,0,0,100,0,2,1,0,0,0,0,0,1,11
63,6,CA,3,608.9095,23,9,3,15000,150000,9,1,0,0,0,100,0,1,2,100,0,0,0,0,4,-99
63,6,CA,3,608.9095,12,17,9,11962,318292,10,5,0,0,100,0,0,2,7,-99,-99,-99,-99,-99,1,-99
63,6,CA,3,608.9095,12,8,4,30000,259301,12.5,1,0,0,0,100,0,1,2,70,0,0,30,0,1,6
63,6,CA,3,608.9095,12,17,7,15000,2030000,11,1,0,0,0,100,0,2,3,30,70,0,0,0,4,6
63,6,CA,3,608.9095,16,12,6,18232,239857,8,1,0,0,0,100,0,2,3,20,80,0,0,0,6,14
63,6,CA,3,608.9095,12,17,4,0,151552,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,1,-99
63,6,CA,3,608.9095,15,15,2,8000,105216,9,1,0,0,0,100,0,1,2,75,25,0,0,0,6,11
63,6,CA,3,608.9095,15,12,8,11281,70355,7,1,0,0,0,100,0,1,2,100,0,0,0,0,4,10
63,6,CA,3,608.9095,1,17,3,8000,283970,22,5,0,0,100,0,0,2,7,-99,-99,-99,-99,-99,18,-99
63,6,CA,3,608.9095,12,17,3,17071,226398,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,4,7
63,6,CA,3,608.9095,23,3,7,39096,136822,-99,4,0,0,0,0,100,2,2,25,25,25,25,0,8,2
63,6,CA,3,608.9095,12,2,7,14705,26097,8,4,0,0,0,0,100,1,3,0,60,20,0,20,4,2
63,6,CA,3,608.9095,11,17,3,100,89753,-99,1,0,0,0,100,0,3,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,12,12,8,30000,300000,6,1,0,0,0,100,0,2,2,80,20,0,0,0,6,6
63,6,CA,3,608.9095,23,10,10,19867,225289,6.4,2,100,0,0,0,0,2,2,50,50,0,0,0,8,1
63,6,CA,3,608.9095,-99,13,8,20187,236506,8,2,100,0,0,0,0,2,2,100,0,0,0,0,8,1
63,6,CA,3,608.9095,15,8,7,21152,152069,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,15,6,7,7942,59761,-99,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,4,5
63,6,CA,3,608.9095,27,15,7,6000,53000,4,1,0,0,0,100,0,1,2,100,0,0,0,0,1,9
63,6,CA,3,608.9095,-99,12,12,41947,533247,7,2,100,0,0,0,0,2,2,100,0,0,0,0,8,3
63,6,CA,3,608.9095,23,15,2,15000,145000,12,1,0,0,0,100,0,1,2,100,0,0,0,0,6,9
63,6,CA,3,608.9095,16,3,5,13513,37109,6.7,1,0,0,0,100,0,1,2,100,0,0,0,0,1,6
63,6,CA,3,608.9095,27,17,1,1500,21943,-99,1,0,0,0,100,0,1,2,80,20,0,0,0,4,9
63,6,CA,3,608.9095,12,17,5,10803,322159,-99,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,1,-99
63,6,CA,3,608.9095,11,17,6,3325,199021,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,12,7,6,34000,1130762,-99,1,0,0,0,100,0,1,2,90,10,0,0,0,1,11
63,6,CA,3,608.9095,16,12,5,8000,162000,8,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,21,17,10,4402,121106,6.9,1,0,0,0,100,0,1,2,100,0,0,0,0,6,6
63,6,CA,3,608.9095,11,17,7,14404,322159,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,27,5,4,17690,88782,-99,2,100,0,0,0,0,1,2,90,10,0,0,0,5,1
63,6,CA,3,608.9095,15,17,7,5000,200000,8,1,0,0,0,100,0,1,2,100,0,0,0,0,6,5
63,6,CA,3,608.9095,-99,9,9,5000,129752,-99,2,90,10,0,0,0,2,2,100,0,0,0,0,8,1
63,6,CA,3,608.9095,1,13,2,1800,88100,-99,5,0,0,80,20,0,-99,2,100,0,0,0,0,18,-99
63,6,CA,3,608.9095,1,4,3,1152,58747,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,12,17,9,1344,151552,10,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,1,12
63,6,CA,3,608.9095,27,14,5,17911,238966,-99,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,23,-99
63,6,CA,3,608.9095,25,11,8,8000,120000,8,1,0,0,0,100,0,2,2,80,20,0,0,0,8,8
63,6,CA,3,608.9095,16,17,3,200,157356,15,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,1,6
63,6,CA,3,608.9095,27,17,3,9100,376250,5.3,1,0,0,0,100,0,-99,2,100,0,0,0,0,1,14
63,6,CA,3,608.9095,1,13,2,20000,40000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
63,6,CA,3,608.9095,11,17,5,0,104803,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,1,-99
63,6,CA,3,608.9095,27,17,4,0,225956,-99,6,-99,-99,-99,-99,-99,-99,8,-99,-99,-99,-99,-99,1,-99
63,6,CA,3,608.9095,15,3,4,12000,36000,6,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,11,17,6,18000,322159,6.8,1,0,0,0,100,0,1,2,90,0,5,0,0,4,6
63,6,CA,3,608.9095,1,14,3,1440,130733,-99,5,0,0,100,0,0,1,2,100,0,0,0,0,4,-99
63,6,CA,3,608.9095,15,16,4,1172,1446322,-99,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,4,6
63,6,CA,3,608.9095,1,1,3,16800,21496,13.1,1,0,0,0,100,0,1,2,99,1,0,0,0,1,6
63,6,CA,3,608.9095,12,12,3,3500,95000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,6,6
63,6,CA,3,608.9095,12,17,8,0,318292,-99,6,-99,-99,-99,-99,-99,-99,8,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,15,8,6,10000,80000,12,1,0,0,0,100,0,2,2,100,0,0,0,0,6,6
63,6,CA,3,608.9095,27,15,2,0,243845,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,12,17,9,3000,100000,8,1,0,0,0,100,0,2,1,50,0,0,0,0,1,3
63,6,CA,3,608.9095,23,7,7,42474,182000,12,3,0,100,0,0,0,2,2,90,0,10,0,0,8,1
63,6,CA,3,608.9095,12,17,9,11000,939053,8.5,1,0,0,0,100,0,2,2,90,0,0,0,0,6,6
63,6,CA,3,608.9095,28,7,4,21000,120000,16,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,15,4,4,10376,36280,7,1,0,0,0,100,0,1,2,100,0,0,0,0,1,5
63,6,CA,3,608.9095,9,17,7,9944,68097,6,1,0,0,0,100,0,2,2,85,5,0,0,0,1,6
63,6,CA,3,608.9095,15,1,5,27960,27960,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,5,-99
63,6,CA,3,608.9095,16,17,2,1000,80000,15.1,1,0,0,0,100,0,2,1,0,0,0,0,0,1,3
63,6,CA,3,608.9095,19,6,7,1343,11634,6.5,2,100,0,0,0,0,1,1,20,0,0,0,0,5,1
63,6,CA,3,608.9095,15,1,4,27000,47231,17,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,19,12,7,30000,351347,10.1,2,100,0,0,0,0,2,2,100,0,0,0,0,4,11
63,6,CA,3,608.9095,23,3,5,15000,37000,12.1,1,0,0,0,100,0,1,2,100,0,0,0,0,4,14
63,6,CA,3,608.9095,15,12,9,6000,93725,7,1,0,0,0,100,0,2,2,95,5,0,0,0,1,5
63,6,CA,3,608.9095,27,4,4,18781,98595,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,6,2
63,6,CA,3,608.9095,-99,7,12,44807,269581,7.9,1,0,0,0,100,0,2,6,0,0,0,0,100,4,3
63,6,CA,3,608.9095,19,4,8,19000,25000,7.3,4,0,0,0,0,100,2,1,5,0,0,0,0,5,2
63,6,CA,3,608.9095,12,17,8,18369,245717,5.5,2,100,0,0,0,0,2,3,0,100,0,0,0,8,1
63,6,CA,3,608.9095,-99,11,13,34095,508044,8,1,0,0,0,100,0,2,4,0,0,100,0,0,4,9
63,6,CA,3,608.9095,27,9,6,200,169000,7.5,4,0,0,0,0,100,1,3,50,50,0,0,0,4,2
63,6,CA,3,608.9095,12,17,9,0,179856,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,1,-99
63,6,CA,3,608.9095,16,13,3,1000,240000,17.5,1,0,0,0,100,0,1,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,12,17,2,15176,145076,10,1,0,0,0,100,0,1,2,85,15,0,0,0,4,6
63,6,CA,3,608.9095,12,17,9,7113,226398,-99,6,-99,-99,-99,-99,-99,-99,8,-99,-99,-99,-99,-99,1,-99
63,6,CA,3,608.9095,12,17,1,5273,225956,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,16,14,3,45021,288290,10.8,1,0,0,0,100,0,1,2,95,5,0,0,0,4,6
63,6,CA,3,608.9095,1,9,2,10000,94290,10.5,5,0,0,90,10,0,1,2,75,10,15,0,0,1,-99
63,6,CA,3,608.9095,12,14,7,15000,201526,17,1,0,0,0,100,0,2,3,0,100,0,0,0,18,8
63,6,CA,3,608.9095,12,8,3,34667,269129,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,16,17,2,2600,63600,19,1,0,0,0,100,0,2,2,100,0,0,0,0,1,14
63,6,CA,3,608.9095,16,13,5,24000,286000,12,1,0,0,0,100,0,1,2,90,10,0,0,0,4,6
63,6,CA,3,608.9095,12,4,4,22537,87732,-99,1,0,0,0,100,0,1,2,90,5,5,0,0,4,6
63,6,CA,3,608.9095,23,4,7,22537,87836,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,16,1,3,20000,30000,-99,1,0,0,0,100,0,1,2,50,40,10,0,0,4,5
63,6,CA,3,608.9095,15,14,1,85000,400000,-99,1,0,0,0,100,0,1,2,50,50,0,0,0,3,6
63,6,CA,3,608.9095,-99,12,7,0,714895,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,21,17,5,10002,832213,-99,3,0,100,0,0,0,2,7,-99,-99,-99,-99,-99,6,11
63,6,CA,3,608.9095,23,8,6,10000,65000,10,1,0,0,0,100,0,1,2,80,20,0,0,0,6,7
63,6,CA,3,608.9095,23,2,8,30015,65784,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,4,2
63,6,CA,3,608.9095,23,2,7,24000,65784,-99,1,0,0,0,100,0,2,3,20,40,35,5,0,24,9
63,6,CA,3,608.9095,27,3,4,21237,64258,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,6,2
63,6,CA,3,608.9095,23,4,5,22537,47683,-99,4,0,0,0,0,100,-99,7,-99,-99,-99,-99,-99,6,2
63,6,CA,3,608.9095,16,17,7,29600,476000,-99,1,0,0,0,100,0,2,3,0,100,0,0,0,4,6
63,6,CA,3,608.9095,16,17,3,5000,160000,13.5,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,6,6
63,6,CA,3,608.9095,12,4,7,16800,58510,-99,1,0,0,0,100,0,2,2,98,2,0,0,0,8,11
63,6,CA,3,608.9095,12,17,3,0,161133,-99,6,-99,-99,-99,-99,-99,2,8,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,12,17,9,2000,150000,-99,1,0,0,0,80,20,2,1,0,20,0,0,0,4,5
63,6,CA,3,608.9095,23,17,2,6273,36647,12,1,0,0,0,100,0,1,2,100,0,0,0,0,1,-99
63,6,CA,3,608.9095,26,17,10,4179,120000,9,1,0,0,0,100,0,2,2,100,0,0,0,0,8,3
63,6,CA,3,608.9095,12,8,8,400,152069,6,1,0,0,0,100,0,2,1,0,0,0,0,0,4,3
63,6,CA,3,608.9095,6,10,7,8418,93971,4.8,1,0,0,0,100,0,1,3,0,100,0,0,0,6,9
63,6,CA,3,608.9095,3,17,2,3097,179270,-99,1,0,0,0,100,0,1,2,100,0,0,0,0,4,14
63,6,CA,3,608.9095,27,5,3,12203,39769,12,4,0,0,0,0,100,1,2,100,0,0,0,0,6,2
63,6,CA,3,608.9095,16,15,3,15000,70590,11,1,0,0,0,100,0,1,2,100,0,0,0,0,1,6
63,6,CA,3,608.9095,25,1,7,9475,39098,7.5,2,100,0,0,0,0,1,2,85,15,0,0,0,9,1
63,6,CA,3,608.9095,16,1,3,25000,36000,12,1,0,0,0,100,0,1,2,60,30,10,0,0,4,6
63,6,CA,3,608.9095,20,11,5,25000,212581,10,2,100,0,0,0,0,2,2,90,6,3,1,0,4,1
63,6,CA,3,608.9095,11,4,4,5262,21777,13,1,0,0,0,100,0,1,2,40,40,20,0,0,1,14
63,6,CA,3,608.9095,15,11,2,8000,81860,13,1,0,0,0,100,0,1,2,100,0,0,0,0,3,5
63,6,CA,3,608.9095,12,17,2,13500,88650,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,1,11
63,6,CA,3,608.9095,23,9,3,3840,100000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,4,3
63,6,CA,3,608.9095,28,16,4,8117,167822,-99,2,100,0,0,0,0,1,2,100,0,0,0,0,4,1
63,6,CA,3,608.9095,12,17,5,700,129240,12,1,0,0,0,100,0,2,3,0,100,0,0,0,3,6
63,6,CA,3,608.9095,12,3,1,10000,23465,10.5,1,0,0,0,100,0,1,2,90,10,0,0,0,6,6
63,6,CA,3,608.9095,27,12,7,9037,115858,7.7,2,100,0,0,0,0,2,2,100,0,0,0,0,8,1
63,6,CA,3,608.9095,16,4,7,23000,93000,16,1,0,0,5,95,0,-99,7,-99,-99,-99,-99,-99,4,7
63,6,CA,3,608.9095,23,14,2,8808,23308,12.5,1,0,0,0,100,0,2,2,90,10,0,0,0,4,6
63,6,CA,3,608.9095,27,8,3,30500,393000,10,1,0,0,0,100,0,1,3,20,40,40,0,0,4,8
63,6,CA,3,608.9095,19,17,8,9584,186236,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,27,14,7,8930,112020,6.9,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
63,6,CA,3,608.9095,12,17,5,1000,80000,10,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,6,11
63,6,CA,3,608.9095,20,3,7,21237,70343,-99,2,100,0,0,0,0,-99,7,-99,-99,-99,-99,-99,8,1
63,6,CA,3,608.9095,25,17,7,32749,637219,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,8,8
63,6,CA,3,608.9095,16,9,3,50000,99000,15,1,0,0,0,100,0,1,3,0,100,0,0,0,1,6
63,6,CA,3,608.9095,1,13,1,12000,132000,10,1,0,0,0,100,0,1,2,100,0,0,0,0,1,14
63,6,CA,3,608.9095,15,7,4,15432,110362,15.3,1,0,0,0,100,0,1,1,0,50,0,0,0,4,6
63,6,CA,3,608.9095,12,17,3,19000,250000,16,1,0,0,0,100,0,2,2,100,0,0,0,0,4,11
63,6,CA,3,608.9095,17,17,4,5000,112111,15,1,0,0,0,100,0,1,3,0,100,0,0,0,4,14
63,6,CA,3,608.9095,12,17,5,13568,282332,-99,1,0,0,0,100,0,1,7,-99,-99,-99,-99,-99,4,6
63,6,CA,3,608.9095,16,9,7,8400,247398,10.2,1,0,0,0,100,0,2,2,100,0,0,0,0,4,14
63,6,CA,3,608.9095,12,17,2,10000,151329,10,1,0,0,0,100,0,2,2,100,0,0,0,0,4,6
63,6,CA,3,608.9095,27,17,3,8000,248000,5.3,1,0,0,0,100,0,2,2,100,0,0,0,0,1,8
63,6,CA,3,608.9095,12,17,4,5000,80000,-99,1,0,0,0,100,0,2,2,100,0,0,0,0,8,11
63,6,CA,3,608.9095,12,6,2,23000,103606,12,1,0,0,0,100,0,1,2,90,10,0,0,0,4,6
63,6,CA,3,608.9095,11,12,8,6119,103785,10,1,0,0,0,100,0,2,2,100,0,0,0,0,4,3
63,6,CA,3,608.9095,23,1,7,15000,15000,7,4,0,0,0,0,100,1,3,0,100,0,0,0,24,2
63,6,CA,3,608.9095,12,15,3,4700,69642,12,1,0,0,0,100,0,2,2,70,30,0,0,0,6,6
63,6,CA,3,608.9095,23,6,10,8835,41806,10,1,0,0,0,100,0,1,2,100,0,0,0,0,3,10
63,6,CA,3,608.9095,11,17,8,808,200201,9.6,1,0,0,0,100,0,2,7,-99,-99,-99,-99,-99,8,3
63,6,CA,3,608.9095,11,5,5,6000,27000,7,1,0,0,0,100,0,1,2,100,0,0,0,0,4,11
63,6,CA,3,608.9095,27,14,7,6979,138662,5.8,2,100,0,0,0,0,2,2,100,0,0,0,0,6,1
63,6,CA,3,608.9095,23,2,5,30015,65784,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,23,17,8,0,194943,-99,6,-99,-99,-99,-99,-99,1,8,-99,-99,-99,-99,-99,6,-99
63,6,CA,3,608.9095,25,4,7,35976,158902,-99,4,0,0,0,0,100,2,2,25,25,25,25,0,8,2
63,6,CA,3,608.9095,12,4,3,20000,101870,17,1,0,0,0,100,0,1,2,50,50,0,0,0,6,6
63,6,CA,3,608.9095,15,3,1,21237,70343,-99,1,0,0,0,100,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,25,4,3,38304,177710,10.1,1,0,0,0,100,0,1,3,0,100,0,0,0,4,8
63,6,CA,3,608.9095,12,4,5,6290,18884,12.5,1,0,0,0,100,0,1,2,90,10,0,0,0,4,7
63,6,CA,3,608.9095,1,14,3,10445,130733,-99,5,0,0,100,0,0,-99,7,-99,-99,-99,-99,-99,4,-99
63,6,CA,3,608.9095,11,13,8,4500,537976,12,1,0,0,0,100,0,1,2,100,0,0,0,0,8,11
