int,region,sex,race,age,income,education,postwt
3,South,Female,White,72,<$40k,No College,0.154733066
1,South,Male,White,47,>$80k,College Grad,0.268422977
2,South,Female,White,81,$40-$80k,No College,0.154733066
3,South,Female,White,64,<$40k,No College,0.154733066
2,Midwest,Female,White,71,$40-$80k,No College,0.154733066
2,Midwest,Male,White,80,<$40k,Some College,0.268422977
2,Midwest,Female,White,89,$40-$80k,Some College,0.154733066
2,Midwest,Female,White,73,<$40k,Grad School,0.154733066
5,Midwest,Male,White,62,$40-$80k,No College,0.268422977
3,Midwest,Female,White,75,$40-$80k,No College,0.154733066
1,Northeast,Female,White,57,<$40k,Grad School,0.154733066
3,Northeast,Male,White,64,>$80k,Grad School,0.268422977
3,Northeast,Female,White,31,<$40k,No College,1.19171607
5,Northeast,Female,White,80,<$40k,Some College,0.154733066
3,Midwest,Female,White,75,<$40k,No College,0.154733066
3,Midwest,Female,White,78,<$40k,Some College,0.154733066
3,Midwest,Female,White,41,$40-$80k,College Grad,1.19171607
2,Midwest,Male,White,24,$40-$80k,Some College,1.379636378
2,Midwest,Female,White,65,$40-$80k,No College,0.154733066
2,Midwest,Female,White,62,>$80k,Grad School,0.154733066
3,Midwest,Female,White,54,>$80k,Some College,0.154733066
3,Midwest,Female,White,77,<$40k,No College,0.154733066
3,Midwest,Male,White,64,$40-$80k,Some College,0.268422977
2,Midwest,Male,White,61,$40-$80k,Some College,0.268422977
3,Midwest,Female,White,75,<$40k,Some College,0.154733066
5,Midwest,Male,Black,43,<$40k,Some College,1.993899145
2,Midwest,Female,White,61,$40-$80k,No College,0.154733066
3,West,Female,Hispanic,34,$40-$80k,Some College,1.212827831
1,West,Female,White,75,MISSING,Grad School,0.154733066
1,West,Female,Black,27,$40-$80k,Grad School,1.212827831
3,West,Female,White,66,<$40k,No College,0.154733066
2,West,Male,Other,65,>$80k,Grad School,0.604890752
2,West,Male,White,55,<$40k,College Grad,0.268422977
4,Midwest,Female,White,62,$40-$80k,No College,0.154733066
2,Midwest,Female,White,81,MISSING,No College,0.154733066
3,Northeast,Female,White,45,<$40k,Some College,0.154733066
3,Northeast,Male,White,85,$40-$80k,Some College,0.268422977
3,Northeast,Male,White,54,>$80k,Grad School,0.268422977
1,Northeast,Female,Asian,35,>$80k,College Grad,1.212827831
1,Northeast,Male,White,62,>$80k,Grad School,0.268422977
1,Northeast,Male,White,54,<$40k,Some College,0.268422977
5,Northeast,Female,Asian,78,<$40k,Grad School,0.508954536
5,Northeast,Female,White,70,<$40k,No College,0.154733066
2,Midwest,Female,White,27,<$40k,Some College,1.19171607
2,Midwest,Male,White,74,<$40k,Some College,0.268422977
2,Midwest,Male,White,66,$40-$80k,Some College,0.268422977
1,Midwest,Male,White,49,>$80k,College Grad,0.268422977
3,Midwest,Female,White,71,>$80k,Some College,0.154733066
2,Midwest,Female,White,60,MISSING,MISSING,0.154733066
3,Midwest,Female,White,42,<$40k,Some College,1.19171607
5,Midwest,Female,White,82,<$40k,Some College,0.154733066
2,Midwest,Male,White,52,$40-$80k,Some College,0.268422977
1,Midwest,Female,White,36,<$40k,No College,1.19171607
2,Midwest,Female,White,63,>$80k,Grad School,0.154733066
3,Midwest,Female,White,80,<$40k,Some College,0.154733066
2,West,Female,White,44,$40-$80k,Some College,0.154733066
1,West,Female,White,62,>$80k,Grad School,0.154733066
3,West,Male,White,69,<$40k,No College,0.268422977
3,Midwest,Female,White,69,$40-$80k,Some College,0.154733066
2,Midwest,Male,White,55,$40-$80k,College Grad,0.268422977
1,Midwest,Male,White,57,>$80k,Some College,0.268422977
3,Midwest,Female,White,50,$40-$80k,No College,0.154733066
5,Midwest,Female,White,66,$40-$80k,Grad School,0.154733066
3,Midwest,Female,White,55,$40-$80k,College Grad,0.154733066
3,Midwest,Female,White,90,<$40k,Some College,0.154733066
2,Midwest,Male,White,59,<$40k,College Grad,0.268422977
2,Midwest,Female,White,67,<$40k,No College,0.154733066
1,Midwest,Female,White,68,<$40k,Some College,0.154733066
2,South,Female,Black,68,<$40k,Grad School,0.508954536
2,South,Female,White,62,$40-$80k,Some College,0.154733066
2,South,Female,Hispanic,39,$40-$80k,Grad School,1.212827831
1,South,Male,White,57,$40-$80k,Some College,0.268422977
1,South,Male,Other,41,$40-$80k,Some College,1.993899145
3,South,Male,White,48,$40-$80k,Some College,0.268422977
3,South,Female,White,72,<$40k,College Grad,0.154733066
1,South,Female,White,71,$40-$80k,College Grad,0.154733066
3,South,Female,White,83,<$40k,Some College,0.154733066
3,South,Female,White,82,<$40k,No College,0.154733066
2,South,Male,White,28,<$40k,College Grad,1.379636378
2,South,Male,White,70,$40-$80k,No College,0.268422977
3,South,Female,White,49,<$40k,No College,0.154733066
2,South,Female,White,47,>$80k,Grad School,0.154733066
3,South,Female,Black,58,$40-$80k,No College,0.508954536
4,Midwest,Male,White,33,$40-$80k,No College,1.379636378
3,Midwest,Male,White,72,<$40k,Some College,0.268422977
1,Midwest,Male,White,85,<$40k,No College,0.268422977
2,West,Male,White,60,$40-$80k,Grad School,0.268422977
2,West,Female,Other,56,>$80k,Some College,0.508954536
4,West,Male,Hispanic,20,>$80k,Grad School,1.993899145
3,West,Female,White,22,MISSING,No College,1.19171607
5,South,Male,White,66,>$80k,Grad School,0.268422977
4,South,Female,White,73,$40-$80k,Grad School,0.154733066
3,South,Male,White,47,>$80k,Grad School,0.268422977
2,South,Male,White,80,$40-$80k,Some College,0.268422977
1,South,Male,White,83,$40-$80k,Grad School,0.268422977
1,South,Female,Asian,32,>$80k,Some College,1.212827831
2,South,Female,Asian,40,>$80k,College Grad,1.212827831
2,South,Female,White,66,<$40k,College Grad,0.154733066
2,South,Female,White,76,MISSING,Some College,0.154733066
1,South,Male,White,40,>$80k,Grad School,1.379636378
2,South,Female,White,73,<$40k,Some College,0.154733066
2,South,Female,White,68,<$40k,Some College,0.154733066
2,South,Female,Other,26,$40-$80k,Grad School,1.212827831
2,South,Female,White,65,$40-$80k,Grad School,0.154733066
3,South,Female,White,93,<$40k,No College,0.154733066
1,South,Male,White,28,$40-$80k,College Grad,1.379636378
2,South,Female,Black,50,$40-$80k,No College,0.508954536
2,South,Female,White,60,$40-$80k,No College,0.154733066
1,South,Female,White,55,>$80k,Grad School,0.154733066
5,South,Female,Hispanic,60,MISSING,No College,0.508954536
2,South,Female,White,91,<$40k,No College,0.154733066
2,South,Female,White,80,<$40k,Some College,0.154733066
5,South,Male,White,66,MISSING,College Grad,0.268422977
2,South,Female,White,79,$40-$80k,College Grad,0.154733066
3,South,Female,White,80,<$40k,Some College,0.154733066
2,South,Male,White,46,$40-$80k,Some College,0.268422977
4,South,Male,White,73,<$40k,No College,0.268422977
2,South,Male,Hispanic,53,>$80k,College Grad,0.604890752
3,South,Female,White,74,$40-$80k,No College,0.154733066
2,South,Female,Black,63,$40-$80k,College Grad,0.508954536
2,South,Male,White,90,$40-$80k,Some College,0.268422977
2,South,Male,White,55,$40-$80k,Some College,0.268422977
1,South,Female,White,71,MISSING,Some College,0.154733066
2,South,Female,Black,65,$40-$80k,Some College,0.508954536
2,South,Female,White,71,MISSING,No College,0.154733066
1,South,Female,White,61,$40-$80k,No College,0.154733066
1,South,Female,White,58,>$80k,College Grad,0.154733066
1,South,Male,Other,41,<$40k,Some College,1.993899145
1,South,Female,White,29,$40-$80k,College Grad,1.19171607
3,South,Female,White,23,<$40k,No College,1.19171607
5,South,Female,White,79,MISSING,College Grad,0.154733066
3,South,Male,White,63,>$80k,Grad School,0.268422977
3,South,Female,White,81,<$40k,No College,0.154733066
3,South,Male,White,68,<$40k,No College,0.268422977
3,South,Female,White,57,>$80k,Grad School,0.154733066
3,South,Female,Black,52,$40-$80k,Some College,0.508954536
2,South,Male,Black,69,$40-$80k,Some College,0.604890752
2,South,Male,Other,55,<$40k,Some College,0.604890752
2,South,Female,White,73,<$40k,No College,0.154733066
5,West,Female,Other,29,<$40k,Some College,1.212827831
1,West,Male,White,54,<$40k,No College,0.268422977
2,West,Female,White,64,>$80k,Some College,0.154733066
1,West,Male,Other,73,<$40k,Grad School,0.604890752
2,West,Female,White,63,<$40k,Grad School,0.154733066
5,Midwest,Female,White,78,<$40k,Some College,0.154733066
3,Midwest,Female,White,48,MISSING,No College,0.154733066
2,Midwest,Female,White,80,$40-$80k,Grad School,0.154733066
1,Midwest,Male,Black,77,<$40k,No College,0.604890752
2,Midwest,Male,White,90,<$40k,No College,0.268422977
2,Midwest,Male,White,42,MISSING,Grad School,1.379636378
3,Midwest,Female,White,83,<$40k,No College,0.154733066
2,Midwest,Male,White,44,<$40k,Some College,0.268422977
2,South,Female,White,60,>$80k,Grad School,0.154733066
2,West,Male,White,56,<$40k,Some College,0.268422977
2,West,Female,White,70,$40-$80k,Some College,0.154733066
1,West,Male,White,84,<$40k,No College,0.268422977
2,West,Female,White,62,<$40k,Some College,0.154733066
3,West,Male,Black,74,<$40k,Some College,0.604890752
3,Midwest,Male,White,56,$40-$80k,No College,0.268422977
2,Midwest,Male,White,69,<$40k,College Grad,0.268422977
3,Midwest,Female,White,60,$40-$80k,No College,0.154733066
3,Midwest,Male,White,40,>$80k,Some College,1.379636378
3,Midwest,Female,White,18,$40-$80k,Some College,1.19171607
1,Midwest,Female,White,88,<$40k,No College,0.154733066
1,Midwest,Male,White,57,$40-$80k,Some College,0.268422977
1,Midwest,Female,White,61,<$40k,No College,0.154733066
2,Midwest,Female,White,59,<$40k,Grad School,0.154733066
3,Midwest,Female,White,82,<$40k,No College,0.154733066
2,Midwest,Male,White,65,$40-$80k,No College,0.268422977
3,Midwest,Male,White,63,<$40k,No College,0.268422977
1,Midwest,Female,White,61,<$40k,No College,0.154733066
2,Midwest,Female,White,80,<$40k,Some College,0.154733066
2,Midwest,Female,White,68,<$40k,Some College,0.154733066
2,Midwest,Female,White,63,>$80k,Grad School,0.154733066
2,Northeast,Female,White,53,<$40k,College Grad,0.154733066
3,Northeast,Female,White,72,<$40k,No College,0.154733066
1,Northeast,Male,White,27,$40-$80k,College Grad,1.379636378
5,Northeast,Female,White,80,$40-$80k,No College,0.154733066
2,Northeast,Female,White,66,$40-$80k,Some College,0.154733066
2,Northeast,Female,White,63,$40-$80k,Some College,0.154733066
1,Northeast,Female,White,27,$40-$80k,College Grad,1.19171607
3,Northeast,Male,White,84,<$40k,No College,0.268422977
3,Northeast,Female,White,60,$40-$80k,Grad School,0.154733066
1,Northeast,Male,White,71,<$40k,Some College,0.268422977
2,Northeast,Female,White,61,>$80k,Some College,0.154733066
2,Northeast,Female,White,71,<$40k,Some College,0.154733066
3,Northeast,Female,White,79,<$40k,Some College,0.154733066
1,Northeast,Male,Asian,35,>$80k,Grad School,1.993899145
2,Northeast,Female,White,58,$40-$80k,No College,0.154733066
5,Northeast,Female,White,45,>$80k,Some College,0.154733066
2,Northeast,Male,White,42,MISSING,Grad School,1.379636378
3,Northeast,Male,White,82,<$40k,Some College,0.268422977
1,Northeast,Male,Other,49,$40-$80k,College Grad,0.604890752
1,Northeast,Male,Black,74,$40-$80k,No College,0.604890752
2,Northeast,Female,White,43,>$80k,Some College,1.19171607
3,Northeast,Female,White,52,>$80k,Grad School,0.154733066
5,Northeast,Female,White,58,MISSING,Some College,0.154733066
1,Northeast,Male,Other,22,>$80k,Grad School,1.993899145
2,Northeast,Male,White,64,$40-$80k,Some College,0.268422977
1,Northeast,Male,Black,97,>$80k,College Grad,0.604890752
1,Northeast,Male,White,48,MISSING,MISSING,0.268422977
5,Northeast,Female,White,44,$40-$80k,Some College,0.154733066
2,Northeast,Male,White,59,$40-$80k,Some College,0.268422977
1,Northeast,Male,White,88,$40-$80k,No College,0.268422977
5,Northeast,Female,White,82,MISSING,Grad School,0.154733066
1,Northeast,Female,White,71,$40-$80k,Some College,0.154733066
2,Northeast,Female,White,83,<$40k,Some College,0.154733066
2,Northeast,Female,White,29,>$80k,College Grad,1.19171607
4,Northeast,Female,White,87,<$40k,Some College,0.154733066
2,Northeast,Female,White,56,>$80k,Grad School,0.154733066
2,Northeast,Male,White,56,>$80k,Grad School,0.268422977
2,Northeast,Female,White,56,>$80k,Grad School,0.154733066
2,Northeast,Female,Black,55,$40-$80k,Some College,0.508954536
4,Northeast,Female,Black,25,<$40k,Some College,1.212827831
2,Northeast,Male,Black,87,<$40k,Some College,0.604890752
2,Northeast,Male,White,72,$40-$80k,Grad School,0.268422977
4,Northeast,Female,White,48,>$80k,Some College,0.154733066
1,Northeast,Male,Black,75,$40-$80k,Grad School,0.604890752
5,Northeast,Female,White,81,$40-$80k,No College,0.154733066
2,Northeast,Male,Black,38,<$40k,Some College,1.993899145
5,Northeast,Male,White,62,<$40k,Some College,0.268422977
2,Northeast,Female,Other,31,<$40k,College Grad,1.212827831
2,Northeast,Male,White,50,$40-$80k,Some College,0.268422977
2,Northeast,Male,White,70,MISSING,No College,0.268422977
2,Northeast,Female,Black,80,>$80k,College Grad,0.508954536
1,Northeast,Female,White,43,>$80k,Grad School,1.19171607
2,Northeast,Female,White,43,>$80k,Grad School,1.19171607
5,Northeast,Female,White,57,$40-$80k,Some College,0.154733066
4,West,Female,White,58,<$40k,Grad School,0.154733066
2,West,Male,White,57,>$80k,College Grad,0.268422977
1,West,Female,White,68,<$40k,College Grad,0.154733066
2,West,Female,White,62,>$80k,Some College,0.154733066
2,West,Female,White,62,$40-$80k,Some College,0.154733066
2,Northeast,Male,White,67,<$40k,No College,0.268422977
2,Northeast,Male,White,46,$40-$80k,College Grad,0.268422977
4,Northeast,Female,White,58,$40-$80k,Grad School,0.154733066
3,Northeast,Male,White,39,<$40k,Some College,1.379636378
3,Northeast,Female,White,49,$40-$80k,Grad School,0.154733066
1,Northeast,Female,White,87,$40-$80k,College Grad,0.154733066
3,Northeast,Female,White,61,<$40k,No College,0.154733066
5,Northeast,Female,White,80,<$40k,No College,0.154733066
2,Northeast,Female,White,54,$40-$80k,College Grad,0.154733066
1,Northeast,Female,White,54,<$40k,Some College,0.154733066
2,Northeast,Female,White,82,<$40k,No College,0.154733066
3,Northeast,Female,White,59,$40-$80k,No College,0.154733066
2,Northeast,Female,White,69,<$40k,No College,0.154733066
4,Northeast,Male,White,51,<$40k,Some College,0.268422977
2,South,Female,White,81,<$40k,College Grad,0.154733066
2,South,Male,White,45,>$80k,Grad School,0.268422977
3,South,Female,White,47,$40-$80k,No College,0.154733066
2,South,Male,White,73,>$80k,Grad School,0.268422977
5,South,Female,White,77,<$40k,Some College,0.154733066
1,South,Male,White,90,<$40k,Some College,0.268422977
2,South,Male,White,86,<$40k,Some College,0.268422977
3,South,Female,Black,58,$40-$80k,College Grad,0.508954536
2,South,Female,White,50,>$80k,College Grad,0.154733066
1,South,Male,Black,60,>$80k,College Grad,0.604890752
3,South,Male,White,57,<$40k,Some College,0.268422977
3,South,Female,White,53,<$40k,No College,0.154733066
3,South,Male,White,57,<$40k,Some College,0.268422977
3,South,Female,Hispanic,78,<$40k,Some College,0.508954536
3,Northeast,Male,White,54,$40-$80k,No College,0.268422977
2,Northeast,Female,White,87,<$40k,No College,0.154733066
1,Northeast,Female,White,49,<$40k,College Grad,0.154733066
2,Northeast,Female,Asian,51,$40-$80k,Grad School,0.508954536
3,Northeast,Male,White,30,>$80k,Grad School,1.379636378
5,Northeast,Male,White,43,$40-$80k,Some College,1.379636378
2,Northeast,Male,White,49,>$80k,Grad School,0.268422977
3,Northeast,Female,White,73,$40-$80k,No College,0.154733066
1,Northeast,Female,White,32,>$80k,College Grad,1.19171607
3,Northeast,Female,White,44,>$80k,No College,0.154733066
4,Midwest,Female,Hispanic,19,<$40k,Some College,1.212827831
2,Midwest,Female,White,49,$40-$80k,Some College,0.154733066
1,Midwest,Female,White,55,>$80k,Grad School,0.154733066
3,Midwest,Female,White,46,>$80k,Some College,0.154733066
3,Midwest,Female,White,54,$40-$80k,No College,0.154733066
3,Midwest,Female,White,53,>$80k,Some College,0.154733066
2,Midwest,Female,White,74,$40-$80k,Some College,0.154733066
2,Midwest,Male,White,69,$40-$80k,Some College,0.268422977
3,Midwest,Female,White,51,<$40k,Some College,0.154733066
2,Midwest,Male,White,54,$40-$80k,Some College,0.268422977
3,Midwest,Female,White,82,<$40k,No College,0.154733066
2,Midwest,Male,White,35,$40-$80k,Some College,1.379636378
3,Midwest,Female,White,82,$40-$80k,No College,0.154733066
4,Midwest,Female,White,48,<$40k,No College,0.154733066
2,Midwest,Female,White,58,>$80k,Some College,0.154733066
1,Midwest,Male,Asian,48,>$80k,Some College,0.604890752
1,Midwest,Male,White,55,<$40k,Some College,0.268422977
5,Midwest,Female,White,88,<$40k,No College,0.154733066
2,Midwest,Female,White,91,<$40k,No College,0.154733066
4,Midwest,Female,White,24,<$40k,Some College,1.19171607
2,Midwest,Female,White,43,MISSING,College Grad,1.19171607
3,Midwest,Female,White,35,<$40k,Some College,1.19171607
1,Midwest,Male,White,54,>$80k,College Grad,0.268422977
2,Midwest,Female,Other,18,<$40k,No College,1.212827831
2,Midwest,Male,Other,52,>$80k,Some College,0.604890752
3,Midwest,Female,White,58,<$40k,College Grad,0.154733066
4,Midwest,Female,White,41,$40-$80k,Some College,1.19171607
2,Midwest,Male,White,38,<$40k,No College,1.379636378
5,Midwest,Female,White,63,<$40k,Some College,0.154733066
2,South,Female,White,62,<$40k,No College,0.154733066
2,South,Female,Black,40,<$40k,Some College,1.212827831
3,South,Female,Asian,82,<$40k,No College,0.508954536
1,South,Female,White,79,>$80k,Grad School,0.154733066
3,South,Female,White,70,$40-$80k,Some College,0.154733066
1,South,Female,Black,39,$40-$80k,College Grad,1.212827831
1,South,Male,White,49,>$80k,Grad School,0.268422977
2,South,Female,White,68,<$40k,Some College,0.154733066
2,South,Female,White,87,MISSING,MISSING,0.154733066
2,West,Female,White,69,<$40k,College Grad,0.154733066
4,West,Female,White,23,$40-$80k,Grad School,1.19171607
4,West,Male,White,51,>$80k,No College,0.268422977
1,West,Female,White,63,>$80k,Grad School,0.154733066
1,West,Male,Black,53,<$40k,College Grad,0.604890752
1,Midwest,Female,White,73,<$40k,Some College,0.154733066
2,Midwest,Male,White,43,<$40k,Some College,1.379636378
3,Midwest,Male,White,53,>$80k,Some College,0.268422977
1,Midwest,Female,White,54,>$80k,College Grad,0.154733066
5,Midwest,Male,White,49,$40-$80k,No College,0.268422977
2,Midwest,Male,White,71,$40-$80k,Some College,0.268422977
2,Midwest,Female,White,79,$40-$80k,College Grad,0.154733066
5,Midwest,Male,White,87,MISSING,Some College,0.268422977
2,Midwest,Male,White,70,<$40k,No College,0.268422977
2,Midwest,Male,White,80,<$40k,No College,0.268422977
1,Midwest,Male,White,33,$40-$80k,No College,1.379636378
5,Midwest,Female,White,83,$40-$80k,No College,0.154733066
3,Midwest,Female,White,66,<$40k,Some College,0.154733066
2,Midwest,Female,White,79,<$40k,Some College,0.154733066
4,Midwest,Female,White,50,$40-$80k,Some College,0.154733066
2,Midwest,Female,White,28,>$80k,College Grad,1.19171607
3,Midwest,Female,White,75,<$40k,No College,0.154733066
2,Midwest,Female,White,70,<$40k,No College,0.154733066
1,Midwest,Female,White,60,$40-$80k,Grad School,0.154733066
1,Midwest,Female,White,71,$40-$80k,College Grad,0.154733066
5,Midwest,Male,White,55,$40-$80k,College Grad,0.268422977
3,Midwest,Male,Black,40,>$80k,Grad School,1.993899145
1,South,Female,White,51,>$80k,College Grad,0.154733066
3,South,Male,White,71,$40-$80k,Some College,0.268422977
3,South,Female,White,30,<$40k,Some College,1.19171607
4,South,Female,White,61,>$80k,No College,0.154733066
3,South,Female,White,48,<$40k,No College,0.154733066
1,South,Female,White,56,>$80k,Some College,0.154733066
2,South,Male,White,55,<$40k,Some College,0.268422977
2,South,Male,White,80,$40-$80k,Grad School,0.268422977
2,South,Female,White,50,>$80k,Grad School,0.154733066
3,South,Female,White,75,<$40k,No College,0.154733066
2,South,Male,White,64,$40-$80k,Some College,0.268422977
2,South,Male,White,41,<$40k,No College,1.379636378
1,South,Male,White,42,>$80k,Grad School,1.379636378
2,South,Female,Asian,50,$40-$80k,Grad School,0.508954536
1,South,Male,White,51,MISSING,Some College,0.268422977
3,South,Female,White,43,<$40k,No College,1.19171607
1,South,Female,Asian,25,>$80k,Some College,1.212827831
2,South,Male,White,62,>$80k,Grad School,0.268422977
2,South,Male,White,68,>$80k,Grad School,0.268422977
1,South,Female,White,67,>$80k,Grad School,0.154733066
3,South,Female,White,79,<$40k,Grad School,0.154733066
3,South,Female,White,57,<$40k,No College,0.154733066
3,South,Female,White,93,<$40k,Grad School,0.154733066
1,South,Female,White,73,$40-$80k,Grad School,0.154733066
2,South,Female,White,50,$40-$80k,Some College,0.154733066
5,South,Female,White,91,<$40k,College Grad,0.154733066
2,Midwest,Female,White,54,>$80k,College Grad,0.154733066
5,Midwest,Male,Black,48,>$80k,College Grad,0.604890752
2,Midwest,Female,Black,40,<$40k,Some College,1.212827831
2,Midwest,Male,White,62,>$80k,College Grad,0.268422977
1,Midwest,Female,Other,34,<$40k,Grad School,1.212827831
3,Midwest,Female,White,58,$40-$80k,College Grad,0.154733066
2,West,Female,White,72,$40-$80k,Some College,0.154733066
2,West,Female,White,59,<$40k,Some College,0.154733066
2,West,Female,White,69,<$40k,No College,0.154733066
2,West,Male,White,66,$40-$80k,Some College,0.268422977
3,West,Male,White,81,$40-$80k,College Grad,0.268422977
2,West,Male,White,76,$40-$80k,Some College,0.268422977
3,West,Male,White,74,$40-$80k,Grad School,0.268422977
3,West,Female,White,73,<$40k,Some College,0.154733066
3,Northeast,Male,White,77,MISSING,No College,0.268422977
2,Northeast,Female,White,51,>$80k,College Grad,0.154733066
1,Northeast,Female,White,19,<$40k,No College,1.19171607
2,Northeast,Male,Hispanic,68,$40-$80k,No College,0.604890752
2,Northeast,Female,White,76,<$40k,College Grad,0.154733066
3,Northeast,Female,White,41,>$80k,Grad School,1.19171607
2,Midwest,Female,Black,56,<$40k,Some College,0.508954536
2,Midwest,Female,White,59,>$80k,Grad School,0.154733066
5,Midwest,Female,White,84,<$40k,No College,0.154733066
2,Midwest,Female,White,72,$40-$80k,College Grad,0.154733066
2,Midwest,Female,White,33,<$40k,Some College,1.19171607
1,Midwest,Male,White,18,<$40k,No College,1.379636378
3,Midwest,Male,White,88,<$40k,College Grad,0.268422977
2,Midwest,Female,White,67,<$40k,Some College,0.154733066
2,Midwest,Male,White,86,$40-$80k,Grad School,0.268422977
2,Midwest,Male,White,24,$40-$80k,No College,1.379636378
3,West,Male,White,69,<$40k,Some College,0.268422977
1,West,Female,White,23,<$40k,College Grad,1.19171607
3,West,Female,White,85,<$40k,No College,0.154733066
4,West,Male,White,91,MISSING,MISSING,0.268422977
2,West,Male,White,39,>$80k,College Grad,1.379636378
1,West,Female,White,58,>$80k,College Grad,0.154733066
2,West,Male,White,71,<$40k,No College,0.268422977
1,West,Female,White,48,$40-$80k,College Grad,0.154733066
5,West,Female,White,83,<$40k,Some College,0.154733066
2,West,Female,White,57,>$80k,College Grad,0.154733066
3,West,Female,White,70,$40-$80k,Grad School,0.154733066
5,Northeast,Female,White,78,>$80k,Some College,0.154733066
1,Northeast,Male,Other,34,>$80k,Some College,1.993899145
3,Northeast,Female,White,74,$40-$80k,No College,0.154733066
3,Northeast,Female,White,71,<$40k,No College,0.154733066
3,South,Female,White,69,MISSING,No College,0.154733066
3,South,Female,White,77,<$40k,Some College,0.154733066
2,South,Female,White,72,<$40k,No College,0.154733066
3,South,Male,White,84,$40-$80k,Some College,0.268422977
2,South,Female,White,77,<$40k,Grad School,0.154733066
2,South,Female,White,50,MISSING,College Grad,0.154733066
2,South,Female,White,50,$40-$80k,College Grad,0.154733066
1,South,Female,Black,40,$40-$80k,Some College,1.212827831
2,South,Male,White,42,>$80k,College Grad,1.379636378
1,South,Female,Black,77,$40-$80k,Grad School,0.508954536
2,South,Female,Black,50,$40-$80k,No College,0.508954536
1,South,Male,White,70,>$80k,Grad School,0.268422977
3,South,Female,White,51,>$80k,College Grad,0.154733066
2,South,Male,White,43,>$80k,College Grad,1.379636378
1,South,Male,White,57,>$80k,Grad School,0.268422977
2,South,Female,White,67,$40-$80k,College Grad,0.154733066
3,South,Female,White,63,<$40k,College Grad,0.154733066
3,South,Female,White,70,<$40k,Grad School,0.154733066
1,South,Male,White,36,>$80k,Some College,1.379636378
2,South,Female,White,63,$40-$80k,College Grad,0.154733066
2,West,Male,White,50,>$80k,College Grad,0.268422977
1,West,Female,White,65,>$80k,Some College,0.154733066
3,West,Male,White,47,<$40k,No College,0.268422977
1,West,Male,Black,75,$40-$80k,Some College,0.604890752
2,West,Female,White,52,$40-$80k,College Grad,0.154733066
3,South,Female,Hispanic,67,<$40k,No College,0.508954536
2,South,Female,White,40,>$80k,Grad School,1.19171607
1,West,Female,Black,70,<$40k,Some College,0.508954536
5,West,Female,White,60,>$80k,Some College,0.154733066
2,West,Female,White,82,$40-$80k,Some College,0.154733066
1,Midwest,Male,White,38,<$40k,No College,1.379636378
1,Midwest,Male,White,48,<$40k,Some College,0.268422977
2,Midwest,Male,White,60,>$80k,College Grad,0.268422977
4,Midwest,Female,White,65,<$40k,No College,0.154733066
5,Midwest,Female,White,57,<$40k,Grad School,0.154733066
1,Midwest,Male,White,49,>$80k,Grad School,0.268422977
2,Midwest,Male,Black,63,$40-$80k,Some College,0.604890752
2,Midwest,Female,White,39,>$80k,College Grad,1.19171607
2,Midwest,Female,White,83,$40-$80k,Some College,0.154733066
3,Midwest,Male,White,34,>$80k,No College,1.379636378
2,Midwest,Female,White,71,<$40k,College Grad,0.154733066
2,Midwest,Female,White,59,<$40k,Some College,0.154733066
1,Midwest,Female,White,87,<$40k,Some College,0.154733066
5,Midwest,Male,White,72,$40-$80k,Some College,0.268422977
2,Midwest,Female,White,75,$40-$80k,Grad School,0.154733066
2,Midwest,Female,White,56,$40-$80k,No College,0.154733066
1,South,Male,Hispanic,24,<$40k,Grad School,1.993899145
5,South,Female,Other,69,<$40k,Some College,0.508954536
2,South,Male,White,80,<$40k,College Grad,0.268422977
2,Northeast,Female,White,21,>$80k,College Grad,1.19171607
1,Northeast,Male,White,54,>$80k,Grad School,0.268422977
3,Northeast,Female,White,75,MISSING,No College,0.154733066
5,Northeast,Female,White,66,<$40k,Some College,0.154733066
3,Northeast,Female,White,51,$40-$80k,No College,0.154733066
1,Northeast,Female,White,59,>$80k,Grad School,0.154733066
3,Northeast,Female,White,53,$40-$80k,No College,0.154733066
2,Northeast,Female,White,58,>$80k,College Grad,0.154733066
1,Northeast,Female,White,48,<$40k,Some College,0.154733066
2,Northeast,Female,White,75,<$40k,No College,0.154733066
2,Northeast,Female,White,62,$40-$80k,No College,0.154733066
2,Northeast,Male,White,68,<$40k,Some College,0.268422977
2,Northeast,Female,White,52,>$80k,Grad School,0.154733066
1,Northeast,Male,White,80,<$40k,No College,0.268422977
2,Northeast,Female,White,66,$40-$80k,Grad School,0.154733066
3,Northeast,Male,White,31,<$40k,College Grad,1.379636378
2,Midwest,Female,White,74,$40-$80k,Some College,0.154733066
3,Midwest,Male,White,59,$40-$80k,No College,0.268422977
3,Midwest,Female,White,59,$40-$80k,Some College,0.154733066
2,Midwest,Male,White,54,$40-$80k,College Grad,0.268422977
2,Midwest,Female,White,50,$40-$80k,Some College,0.154733066
2,Midwest,Male,White,65,<$40k,No College,0.268422977
2,Midwest,Female,White,57,<$40k,No College,0.154733066
3,Midwest,Male,White,57,<$40k,Some College,0.268422977
3,Midwest,Female,White,82,<$40k,No College,0.154733066
3,Midwest,Female,White,83,MISSING,Some College,0.154733066
4,Midwest,Female,White,19,<$40k,No College,1.19171607
2,Midwest,Female,Black,75,<$40k,No College,0.508954536
2,Midwest,Female,White,62,$40-$80k,Some College,0.154733066
4,Midwest,Female,White,53,<$40k,No College,0.154733066
