"apc","p2sample","vietnam","phase1wt","phase2wt","finalwt","p1apcsize","p2apcsize"
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
No,0,-9,5,-9,-9,804,72
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,1,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
NotAvail,1,0,5,1,5,505,505
