year,crimetype,violent,arrest,domestic,commarea,location
2001,mvtheft,0,0,0,,STREET
2001,threat,0,0,0,,RESIDENCE
2001,simpleasslt,1,0,0,,OTHER
2001,narcotics,0,1,0,,STREET
2001,theft,0,1,0,,GROCERY FOOD STORE
2001,mvtheft,0,0,0,,ALLEY
2001,narcotics,0,1,0,,RESIDENCE PORCH/HALLWAY
2001,theft,0,0,0,,"SCHOOL, PUBLIC, BUILDING"
2001,simpleasslt,1,0,1,,BAR OR TAVERN
2001,aggasslt,1,0,0,,RESIDENCE
2001,vandalism,0,0,0,,OTHER
2001,simpleasslt,1,0,0,,STREET
2001,narcotics,0,1,0,,STREET
2001,vandalism,0,0,0,,CHA PARKING LOT/GROUNDS
2001,other,0,0,0,,RESIDENCE
2001,trespass,0,1,0,,HOTEL/MOTEL
2001,other,0,1,0,,STREET
2001,narcotics,0,1,0,,APARTMENT
2001,aggasslt,1,1,0,,STREET
2001,burglary,0,0,0,,RESIDENCE-GARAGE
2001,vandalism,0,0,0,,STREET
2001,theft,0,0,0,,APARTMENT
2001,mvtheft,0,0,0,,GAS STATION
2001,threat,0,0,0,,STREET
2001,simpleasslt,1,0,1,,RESIDENCE
2001,mvtheft,0,0,0,,OTHER
2001,mvtheft,0,0,0,,STREET
2001,vandalism,0,0,0,,RESIDENCE
2001,other,0,1,0,,SIDEWALK
2001,theft,0,0,0,,STREET
2001,aggasslt,1,0,0,,CHA PARKING LOT/GROUNDS
2001,theft,0,1,0,,OTHER
2001,theft,0,0,0,,ALLEY
2001,mvtheft,0,1,0,,PARKING LOT/GARAGE(NON.RESID.)
2001,narcotics,0,1,0,,STREET
2001,theft,0,0,0,,STREET
2001,narcotics,0,1,0,,OTHER
2001,aggasslt,1,0,0,,STREET
2001,theft,0,0,0,,STREET
2001,fraud,0,1,0,,STREET
2001,vandalism,0,0,0,,RESIDENCE
2001,vandalism,0,0,0,,RESIDENCE
2001,theft,0,0,0,,RESTAURANT
2001,burglary,0,0,0,76,AIRPORT/AIRCRAFT
2001,simpleasslt,1,1,0,,APARTMENT
2001,simpleasslt,1,0,0,,"SCHOOL, PUBLIC, BUILDING"
2001,theft,0,0,0,,PARKING LOT/GARAGE(NON.RESID.)
2001,aggasslt,1,0,0,,SIDEWALK
2001,other,0,1,0,,STREET
2001,vandalism,0,0,0,,STREET
2001,narcotics,0,1,0,,STREET
2001,other,0,0,0,,RESIDENCE
2001,simpleasslt,1,0,0,,"SCHOOL, PUBLIC, BUILDING"
2001,mvtheft,0,0,0,,STREET
2001,vandalism,0,0,0,,"SCHOOL, PUBLIC, BUILDING"
2001,narcotics,0,1,0,,SIDEWALK
2001,fraud,0,0,0,76,AIRPORT/AIRCRAFT
2001,narcotics,0,1,0,,STREET
2001,vandalism,0,0,0,,RESIDENCE
2001,vandalism,0,0,0,,RESIDENCE
2001,theft,0,0,0,,STREET
2001,simpleasslt,1,1,1,,STREET
2001,vandalism,0,0,0,,RESIDENCE-GARAGE
2001,vandalism,0,0,0,,RESIDENCE-GARAGE
2001,burglary,0,0,0,,CONSTRUCTION SITE
2001,theft,0,0,0,,RESIDENCE
2001,simpleasslt,1,0,0,,SIDEWALK
2001,burglary,0,0,0,,APARTMENT
2001,robbery,1,0,0,,STREET
2001,aggasslt,1,0,0,,RESIDENCE
2001,idtheft,0,0,0,,RESIDENCE
2001,theft,0,0,0,,SIDEWALK
2001,vandalism,0,0,0,,PARKING LOT/GARAGE(NON.RESID.)
2001,vandalism,0,0,0,,PARKING LOT/GARAGE(NON.RESID.)
2001,simpleasslt,1,1,0,,STREET
2001,robbery,1,1,0,,STREET
2001,narcotics,0,1,0,,STREET
2001,mvtheft,0,0,0,,STREET
2001,vandalism,0,0,0,,STREET
2001,theft,0,0,0,,STREET
2001,mvtheft,0,0,0,,PARKING LOT/GARAGE(NON.RESID.)
2001,burglary,0,0,0,,RESIDENCE
2001,aggasslt,1,1,0,,CHA PARKING LOT/GROUNDS
2001,trespass,0,1,0,,ABANDONED BUILDING
2001,threat,0,0,1,,APARTMENT
2001,threat,0,0,1,,RESIDENCE
2001,theft,0,1,0,,GROCERY FOOD STORE
2001,simpleasslt,1,0,1,,APARTMENT
2001,vandalism,0,0,1,,STREET
2001,theft,0,0,0,,COMMERCIAL / BUSINESS OFFICE
2001,theft,0,0,0,,STREET
2001,weapon,0,1,0,,STREET
2002,threat,0,0,1,,RESIDENCE
2002,theft,0,0,0,,PARKING LOT/GARAGE(NON.RESID.)
2001,trespass,0,1,0,,CHA PARKING LOT/GROUNDS
2002,simpleasslt,1,1,0,,STREET
2002,simpleasslt,1,1,1,,RESIDENCE
2002,trespass,0,0,0,,CHA APARTMENT
2002,trespass,0,1,0,,CHA PARKING LOT/GROUNDS
2001,theft,0,0,0,,"SCHOOL, PUBLIC, GROUNDS"
2002,simpleasslt,1,0,1,,STREET
2002,narcotics,0,1,0,,STREET
2002,aggasslt,1,0,0,,SIDEWALK
2001,burglary,0,0,0,,RESIDENCE
2002,theft,0,0,0,,STREET
2002,simpleasslt,1,0,1,,DRIVEWAY - RESIDENTIAL
2002,weapon,0,1,0,,STREET
2002,simpleasslt,1,0,1,,APARTMENT
2002,robbery,1,0,0,,STREET
2002,narcotics,0,1,0,,CHA HALLWAY/STAIRWELL/ELEVATOR
2002,theft,0,1,0,,WAREHOUSE
2002,trespass,0,1,0,,CHA APARTMENT
2002,aggasslt,1,0,0,,STREET
2002,simpleasslt,1,0,0,,SIDEWALK
2002,robbery,1,0,0,,STREET
2002,fraud,0,0,0,,RESIDENCE
2002,narcotics,0,1,0,,SIDEWALK
2002,simpleasslt,1,1,1,,RESIDENCE
2002,theft,0,0,0,,SMALL RETAIL STORE
2002,robbery,1,0,0,,STREET
2002,threat,0,0,1,,RESIDENCE
2002,burglary,0,0,0,,RESIDENCE-GARAGE
2002,burglary,0,1,0,,RESIDENCE
2002,theft,0,1,0,,DRUG STORE
2002,burglary,0,0,0,,GROCERY FOOD STORE
2011,homicide,1,0,0,67,STREET
2002,theft,0,1,0,,OTHER
2002,theft,0,0,0,,GAS STATION
2002,other,0,1,0,,RESTAURANT
2002,vandalism,0,0,0,,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2002,theft,0,0,0,,PARKING LOT/GARAGE(NON.RESID.)
2002,vandalism,0,0,0,,RESIDENCE
2002,simpleasslt,1,0,0,,STREET
2002,robbery,1,0,0,,STREET
2002,narcotics,0,1,0,,OTHER
2002,vandalism,0,0,0,,STREET
2002,trespass,0,1,0,,CHA APARTMENT
2002,narcotics,0,1,0,,SIDEWALK
2002,narcotics,0,1,0,,SIDEWALK
2002,burglary,0,0,0,,GROCERY FOOD STORE
2002,vandalism,0,0,0,,CHA PARKING LOT/GROUNDS
2002,simpleasslt,1,0,0,,APARTMENT
2002,narcotics,0,1,0,,SIDEWALK
2002,simpleasslt,1,1,1,,RESIDENCE
2002,mvtheft,0,1,0,,PARKING LOT/GARAGE(NON.RESID.)
2002,theft,0,0,0,,CHA APARTMENT
2002,theft,0,0,0,,RESIDENCE
2002,threat,0,0,0,,OTHER
2002,vandalism,0,0,0,,STREET
2002,threat,0,0,1,,RESIDENCE
2002,narcotics,0,1,0,,STREET
2002,theft,0,0,0,,STREET
2002,robbery,1,1,0,,GAS STATION
2002,simpleasslt,1,0,0,,STREET
2002,theft,0,0,0,,STREET
2002,theft,0,0,0,,"SCHOOL, PUBLIC, BUILDING"
2002,robbery,1,0,0,,STREET
2002,vandalism,0,0,0,,STREET
2002,narcotics,0,1,0,,STREET
2002,narcotics,0,1,0,,STREET
2002,simpleasslt,1,1,0,,"SCHOOL, PUBLIC, BUILDING"
2002,burglary,0,0,0,,APARTMENT
2002,simpleasslt,1,0,0,,"SCHOOL, PUBLIC, BUILDING"
2002,simpleasslt,1,1,1,,APARTMENT
2002,mvtheft,0,0,0,,STREET
2002,theft,0,0,0,,STREET
2002,other,0,1,0,,STREET
2002,simpleasslt,1,0,1,,OTHER
2002,vandalism,0,0,0,,RESIDENCE
2002,vandalism,0,1,0,,RESIDENCE
2002,theft,0,0,0,,STREET
2002,robbery,1,0,0,,STREET
2002,aggasslt,1,0,1,,RESIDENCE
2002,fraud,0,0,0,,RESIDENCE
2002,narcotics,0,1,0,,SIDEWALK
2002,narcotics,0,1,0,,RESIDENCE
2002,narcotics,0,1,0,,STREET
2002,fraud,0,0,0,,STREET
2002,other,0,1,0,,STREET
2002,simpleasslt,1,0,0,,STREET
2002,arson,0,0,1,,VEHICLE NON-COMMERCIAL
2002,vandalism,0,0,1,,APARTMENT
2002,aggasslt,1,1,1,,APARTMENT
2002,mvtheft,0,0,0,,STREET
2002,narcotics,0,1,0,,STREET
2002,theft,0,0,0,,COMMERCIAL / BUSINESS OFFICE
2002,threat,0,0,0,,APARTMENT
2002,fraud,0,0,0,,RESIDENCE
2002,threat,0,0,1,1,APARTMENT
2002,mvtheft,0,0,0,22,STREET
2002,mvtheft,0,0,0,62,STREET
2002,trespass,0,1,0,46,DRUG STORE
2002,aggasslt,1,1,1,68,STREET
2002,vandalism,0,0,0,23,CURRENCY EXCHANGE
2002,threat,0,1,0,75,RESIDENCE
2002,other,0,0,0,25,STREET
2002,vandalism,0,0,0,1,STREET
2002,theft,0,0,0,33,HOTEL/MOTEL
2002,vandalism,0,1,0,6,SIDEWALK
2002,theft,0,0,0,73,OTHER
2002,threat,0,0,1,41,APARTMENT
2002,simpleasslt,1,0,0,45,STREET
2002,burglary,0,0,0,68,RESIDENCE
2002,narcotics,0,1,0,49,STREET
2002,other,0,1,0,23,STREET
2002,robbery,1,0,0,15,SIDEWALK
2002,other,0,1,0,22,STREET
2002,narcotics,0,1,0,35,CHA APARTMENT
2002,simpleasslt,1,0,1,69,APARTMENT
2002,narcotics,0,1,0,35,CHA PARKING LOT/GROUNDS
2002,simpleasslt,1,1,1,16,RESIDENCE
2002,theft,0,0,0,22,STREET
2002,fraud,0,0,0,77,RESIDENCE
2002,aggasslt,1,1,0,60,STREET
2002,mvtheft,0,0,0,25,STREET
2002,simpleasslt,1,0,0,38,RESIDENCE PORCH/HALLWAY
2002,theft,0,0,0,25,BOAT/WATERCRAFT
2002,theft,0,0,0,70,STREET
2002,narcotics,0,1,0,73,STREET
2002,trespass,0,0,0,67,"SCHOOL, PUBLIC, BUILDING"
2002,simpleasslt,1,1,0,31,STREET
2002,theft,0,0,0,7,CTA BUS
2002,fraud,0,0,0,8,RESIDENCE
2002,simpleasslt,1,0,1,73,RESIDENCE
2002,burglary,0,1,0,19,APARTMENT
2002,theft,0,0,0,44,PARKING LOT/GARAGE(NON.RESID.)
2002,vandalism,0,0,0,6,STREET
2002,simpleasslt,1,0,0,19,RESIDENCE PORCH/HALLWAY
2002,simpleasslt,1,0,1,53,SIDEWALK
2002,vandalism,0,1,1,43,RESIDENCE PORCH/HALLWAY
2002,threat,0,0,0,22,RESIDENCE
2002,aggasslt,1,1,1,25,RESIDENCE
2002,other,0,1,0,26,CTA PLATFORM
2002,aggasslt,1,0,0,61,STREET
2002,simpleasslt,1,0,1,25,STREET
2002,aggasslt,1,0,0,20,"SCHOOL, PUBLIC, GROUNDS"
2002,simpleasslt,1,0,1,69,RESIDENCE
2002,simpleasslt,1,0,1,29,APARTMENT
2002,theft,0,0,0,8,PARKING LOT/GARAGE(NON.RESID.)
2002,burglary,0,0,0,7,APARTMENT
2002,trespass,0,0,0,24,ALLEY
2015,homicide,1,0,0,23,STREET
2002,trespass,0,1,0,8,"SCHOOL, PRIVATE, BUILDING"
2002,simpleasslt,1,0,1,15,RESIDENCE
2002,theft,0,0,0,6,STREET
2002,simpleasslt,1,0,0,6,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2002,simpleasslt,1,0,1,30,GOVERNMENT BUILDING/PROPERTY
2002,theft,0,0,0,43,OTHER
2002,simpleasslt,1,0,0,21,STREET
2002,weapon,0,1,0,43,GAS STATION
2002,simpleasslt,1,0,0,24,APARTMENT
2002,threat,0,1,1,53,RESIDENCE
2002,threat,0,0,1,8,COMMERCIAL / BUSINESS OFFICE
2002,vandalism,0,0,0,66,RESIDENCE
2002,vandalism,0,0,0,30,STREET
2002,simpleasslt,1,0,0,3,HOSPITAL BUILDING/GROUNDS
2002,vandalism,0,0,0,35,APARTMENT
2015,homicide,1,0,0,27,HOUSE
2002,theft,0,1,0,21,DEPARTMENT STORE
2002,simpleasslt,1,0,1,2,APARTMENT
2002,theft,0,0,0,8,CONSTRUCTION SITE
2002,simpleasslt,1,0,0,28,SIDEWALK
2002,robbery,1,0,0,68,APARTMENT
2002,vandalism,0,0,0,25,OTHER
2002,theft,0,0,0,16,OTHER
2002,narcotics,0,1,0,75,PARK PROPERTY
2002,simpleasslt,1,0,1,53,APARTMENT
2002,aggasslt,1,0,0,73,STREET
2002,theft,0,0,0,8,OTHER
2002,narcotics,0,1,0,25,STREET
2002,narcotics,0,1,0,8,CHA PARKING LOT/GROUNDS
2002,narcotics,0,1,0,25,SIDEWALK
2002,other,0,1,0,7,STREET
2002,vandalism,0,0,0,46,STREET
2002,mvtheft,0,0,0,48,STREET
2002,theft,0,0,0,41,COLLEGE/UNIVERSITY GROUNDS
2002,vandalism,0,0,0,22,RESIDENCE-GARAGE
2002,simpleasslt,1,0,0,8,BAR OR TAVERN
2002,theft,0,0,0,7,STREET
2002,theft,0,0,0,24,STREET
2002,theft,0,0,0,30,OTHER
2002,narcotics,0,1,0,53,STREET
2002,simpleasslt,1,1,0,25,RESIDENCE
2002,narcotics,0,1,0,25,ALLEY
2002,aggasslt,1,0,1,42,STREET
2002,simpleasslt,1,0,1,38,CHA PARKING LOT/GROUNDS
2002,simpleasslt,1,0,0,6,CTA TRAIN
2003,homicide,1,0,0,70,PARK PROPERTY
2002,simpleasslt,1,0,0,35,CHA PARKING LOT/GROUNDS
2002,narcotics,0,1,0,53,STREET
2002,narcotics,0,1,0,25,SIDEWALK
2002,mvtheft,0,0,0,63,STREET
2002,narcotics,0,1,0,53,RESIDENCE
2002,narcotics,0,1,0,23,PARKING LOT/GARAGE(NON.RESID.)
2016,homicide,1,0,0,28,AUTO
2002,burglary,0,1,0,5,RESIDENCE
2002,theft,0,0,0,60,STREET
2002,theft,0,1,0,77,GROCERY FOOD STORE
2002,simpleasslt,1,0,0,31,STREET
2002,theft,0,0,0,32,CTA TRAIN
2002,theft,0,1,0,21,DRUG STORE
2002,vandalism,0,0,0,34,STREET
2002,simpleasslt,1,0,0,67,GAS STATION
2002,vandalism,0,0,0,8,STREET
2002,mvtheft,0,1,0,24,STREET
2002,narcotics,0,1,0,43,STREET
2002,narcotics,0,1,0,69,RESIDENCE
2002,theft,0,0,0,59,STREET
2002,theft,0,0,0,24,STREET
2002,aggasslt,1,1,0,23,SIDEWALK
2002,other,0,1,0,42,RESIDENCE PORCH/HALLWAY
2002,narcotics,0,1,0,63,RESIDENCE
2002,simpleasslt,1,0,1,43,STREET
2002,theft,0,0,0,66,OTHER
2002,vandalism,0,0,0,24,STREET
2002,simpleasslt,1,0,1,24,SIDEWALK
2002,simpleasslt,1,0,0,25,RESIDENCE PORCH/HALLWAY
2002,narcotics,0,1,0,27,STREET
2002,threat,0,0,1,17,STREET
2002,theft,0,1,0,44,GROCERY FOOD STORE
2002,narcotics,0,1,0,22,SIDEWALK
2002,aggasslt,1,0,0,26,RESIDENCE
2002,simpleasslt,1,0,1,67,RESIDENCE
2002,narcotics,0,1,0,28,CHA PARKING LOT/GROUNDS
2002,simpleasslt,1,0,1,31,RESIDENCE
2002,robbery,1,0,0,22,RESIDENCE PORCH/HALLWAY
2002,simpleasslt,1,1,0,49,STREET
2002,trespass,0,0,0,76,AIRPORT/AIRCRAFT
2002,theft,0,0,0,69,STREET
2002,simpleasslt,1,0,0,38,CHA APARTMENT
2002,simpleasslt,1,0,0,29,ALLEY
2002,simpleasslt,1,0,0,43,APARTMENT
2002,theft,0,0,0,53,RESIDENCE
2002,simpleasslt,1,0,0,25,SIDEWALK
2002,theft,0,1,0,32,DEPARTMENT STORE
2002,theft,0,1,0,22,STREET
2002,theft,0,1,0,59,GROCERY FOOD STORE
2002,theft,0,0,0,24,APARTMENT
2001,idtheft,0,1,0,67,RESIDENCE
2002,simpleasslt,1,0,0,61,STREET
2002,vandalism,0,0,1,66,STREET
2002,burglary,0,1,0,16,RESIDENCE
2002,narcotics,0,1,0,66,ALLEY
2002,threat,0,0,0,71,RESIDENCE
2002,vandalism,0,0,0,30,RESTAURANT
2002,vandalism,0,0,0,55,RESIDENCE
2002,threat,0,0,1,68,RESIDENCE
2002,theft,0,0,0,53,STREET
2002,burglary,0,0,0,16,APARTMENT
2002,robbery,1,0,0,6,VEHICLE NON-COMMERCIAL
2002,vandalism,0,0,0,1,APARTMENT
2002,vandalism,0,0,0,4,NURSING HOME/RETIREMENT HOME
2002,idtheft,0,0,0,42,STREET
2002,simpleasslt,1,0,1,25,RESIDENCE
2002,simpleasslt,1,0,0,67,OTHER
2002,vandalism,0,0,0,53,STREET
2002,aggasslt,1,1,0,32,CTA TRAIN
2002,theft,0,0,0,77,STREET
2002,simpleasslt,1,0,0,8,OTHER
2002,sexualasslt,1,0,0,49,RESIDENCE
2002,theft,0,0,0,2,RESTAURANT
2002,simpleasslt,1,0,0,32,RESIDENCE
2002,fraud,0,0,0,23,RESIDENCE
2002,theft,0,0,0,75,STREET
2002,simpleasslt,1,1,0,8,HOTEL/MOTEL
2002,narcotics,0,1,0,73,STREET
2002,simpleasslt,1,0,0,45,STREET
2002,vandalism,0,0,0,63,STREET
2002,theft,0,1,0,8,RESTAURANT
2002,robbery,1,0,0,61,SIDEWALK
2002,theft,0,0,0,60,DEPARTMENT STORE
2002,idtheft,0,0,0,70,RESIDENCE
2002,simpleasslt,1,1,0,11,PARK PROPERTY
2002,narcotics,0,1,0,46,SIDEWALK
2002,theft,0,0,0,43,DEPARTMENT STORE
2002,narcotics,0,1,0,38,CHA PARKING LOT/GROUNDS
2002,simpleasslt,1,0,0,43,APARTMENT
2002,vandalism,0,0,0,49,STREET
2002,aggasslt,1,0,0,41,HOSPITAL BUILDING/GROUNDS
2002,burglary,0,0,0,26,APARTMENT
2002,simpleasslt,1,0,0,2,"SCHOOL, PUBLIC, BUILDING"
2002,theft,0,0,0,46,SMALL RETAIL STORE
2002,burglary,0,0,0,38,SMALL RETAIL STORE
2002,trespass,0,1,0,66,STREET
2002,idtheft,0,0,0,13,RESIDENCE
2002,threat,0,0,1,27,APARTMENT
2002,simpleasslt,1,0,1,66,RESIDENCE
2002,mvtheft,0,0,0,31,STREET
2002,other,0,1,0,69,STREET
2002,simpleasslt,1,0,1,2,RESIDENCE
2002,theft,0,0,0,22,STREET
2002,vandalism,0,0,0,69,RESIDENCE
2002,narcotics,0,1,0,77,STREET
2002,trespass,0,1,0,13,"SCHOOL, PRIVATE, BUILDING"
2002,burglary,0,0,0,22,APARTMENT
2002,robbery,1,0,0,61,SIDEWALK
2002,mvtheft,0,0,0,14,PARKING LOT/GARAGE(NON.RESID.)
2002,fraud,0,0,0,66,RESIDENCE
2002,simpleasslt,1,1,1,70,APARTMENT
2002,burglary,0,0,0,43,APARTMENT
2002,theft,0,0,0,68,STREET
2002,simpleasslt,1,1,0,49,"SCHOOL, PUBLIC, BUILDING"
2002,other,0,1,0,27,STREET
2002,mvtheft,0,0,0,15,STREET
2002,simpleasslt,1,0,1,44,APARTMENT
2002,threat,0,0,0,56,RESIDENCE
2002,fraud,0,0,0,68,GAS STATION
2002,vandalism,0,0,0,38,RESIDENCE
2002,simpleasslt,1,0,0,25,"SCHOOL, PUBLIC, BUILDING"
2002,aggasslt,1,1,0,25,SIDEWALK
2002,theft,0,0,0,6,STREET
2002,idtheft,0,0,0,71,RESIDENCE
2002,burglary,0,0,0,14,RESIDENCE
2002,simpleasslt,1,0,0,8,CHA HALLWAY/STAIRWELL/ELEVATOR
2002,narcotics,0,1,0,16,SIDEWALK
2002,threat,0,0,0,65,DEPARTMENT STORE
2002,theft,0,0,0,7,PARKING LOT/GARAGE(NON.RESID.)
2002,burglary,0,0,0,75,RESIDENCE-GARAGE
2002,aggasslt,1,0,0,30,OTHER
2002,simpleasslt,1,0,0,13,PARK PROPERTY
2002,trespass,0,1,0,16,STREET
2002,narcotics,0,1,0,40,SIDEWALK
2002,other,0,1,0,15,STREET
2002,threat,0,0,0,18,VEHICLE NON-COMMERCIAL
2002,theft,0,0,0,25,STREET
2002,fraud,0,0,0,49,PARK PROPERTY
2002,arson,0,0,0,3,APARTMENT
2002,aggasslt,1,0,0,23,SIDEWALK
2002,narcotics,0,1,0,38,RESIDENCE
2002,burglary,0,0,0,13,APARTMENT
2002,burglary,0,0,0,2,BAR OR TAVERN
2002,burglary,0,0,0,66,RESIDENCE
2002,threat,0,0,1,42,APARTMENT
2002,fraud,0,1,0,35,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2002,theft,0,0,0,8,PARKING LOT/GARAGE(NON.RESID.)
2002,burglary,0,0,0,27,RESIDENCE
2002,robbery,1,1,0,17,GROCERY FOOD STORE
2002,vandalism,0,0,0,66,RESTAURANT
2002,narcotics,0,1,0,1,STREET
2003,aggasslt,1,0,0,24,SIDEWALK
2002,mvtheft,0,0,0,69,STREET
2003,vandalism,0,1,0,8,STREET
2003,theft,0,0,0,3,ATHLETIC CLUB
2002,mvtheft,0,0,0,15,PARKING LOT/GARAGE(NON.RESID.)
2003,vandalism,0,0,0,68,STREET
2003,vandalism,0,1,1,8,RESIDENCE
2002,narcotics,0,1,0,8,CHA PARKING LOT/GROUNDS
2002,narcotics,0,1,0,25,STREET
2003,vandalism,0,0,0,48,RESIDENCE
2003,simpleasslt,1,0,1,54,CHA APARTMENT
2003,fraud,0,0,0,28,STREET
2003,theft,0,0,0,21,PARKING LOT/GARAGE(NON.RESID.)
2003,burglary,0,0,0,41,RESIDENCE
2003,simpleasslt,1,0,1,76,AIRPORT/AIRCRAFT
2003,trespass,0,1,0,28,OTHER RAILROAD PROP / TRAIN DEPOT
2003,other,0,0,1,61,STREET
2003,theft,0,0,0,32,STREET
2003,theft,0,0,0,17,STREET
2003,vandalism,0,0,0,18,STREET
2003,vandalism,0,0,0,64,RESIDENCE-GARAGE
2003,vandalism,0,1,0,31,STREET
2003,threat,0,0,0,8,CONSTRUCTION SITE
2003,simpleasslt,1,0,0,29,"SCHOOL, PUBLIC, GROUNDS"
2003,narcotics,0,1,0,31,STREET
2003,burglary,0,0,0,37,RESIDENCE
2003,simpleasslt,1,0,0,22,RESIDENCE
2003,theft,0,0,0,10,"SCHOOL, PUBLIC, BUILDING"
2003,simpleasslt,1,0,1,19,RESIDENCE
2003,simpleasslt,1,0,0,22,OTHER
2003,theft,0,0,0,69,STREET
2003,narcotics,0,1,0,42,STREET
2003,theft,0,1,0,51,DEPARTMENT STORE
2003,narcotics,0,1,0,40,SIDEWALK
2003,vandalism,0,0,0,49,COMMERCIAL / BUSINESS OFFICE
2003,vandalism,0,0,0,14,STREET
2003,fraud,0,1,0,66,SIDEWALK
2003,simpleasslt,1,0,1,43,APARTMENT
2003,trespass,0,1,0,42,GAS STATION
2003,simpleasslt,1,1,0,51,RESIDENCE
2003,simpleasslt,1,1,1,25,APARTMENT
2003,threat,0,0,1,16,RESIDENCE
2003,theft,0,0,0,60,GROCERY FOOD STORE
2003,theft,0,0,0,8,COMMERCIAL / BUSINESS OFFICE
2002,simpleasslt,1,0,1,22,RESIDENCE
2003,threat,0,0,0,7,RESIDENCE
2003,simpleasslt,1,0,0,42,APARTMENT
2003,theft,0,0,0,35,CHA APARTMENT
2003,theft,0,0,0,20,STREET
2003,narcotics,0,1,0,46,STREET
2003,theft,0,0,0,7,STREET
2003,theft,0,0,0,1,SMALL RETAIL STORE
2003,theft,0,0,0,67,STREET
2003,aggasslt,1,0,0,42,ALLEY
2003,trespass,0,1,0,6,RESIDENCE PORCH/HALLWAY
2003,sexualasslt,1,0,0,21,COMMERCIAL / BUSINESS OFFICE
2003,idtheft,0,1,0,65,SMALL RETAIL STORE
2003,theft,0,0,0,20,STREET
2003,trespass,0,1,0,38,CHA PARKING LOT/GROUNDS
2003,theft,0,0,0,8,SMALL RETAIL STORE
2003,threat,0,0,1,59,RESIDENCE
2003,threat,0,0,0,8,GROCERY FOOD STORE
2003,burglary,0,0,0,46,RESIDENCE
2003,theft,0,0,0,12,STREET
2003,vandalism,0,0,0,27,RESIDENCE PORCH/HALLWAY
2003,vandalism,0,0,0,34,SMALL RETAIL STORE
2003,simpleasslt,1,0,1,75,RESIDENCE
2003,aggasslt,1,1,1,40,STREET
2003,aggasslt,1,0,0,7,SIDEWALK
2003,narcotics,0,1,0,38,STREET
2003,simpleasslt,1,1,1,54,CHA APARTMENT
2003,robbery,1,0,0,69,STREET
2003,simpleasslt,1,0,0,28,BAR OR TAVERN
2003,weapon,0,0,0,49,"SCHOOL, PUBLIC, BUILDING"
2003,simpleasslt,1,0,0,7,COLLEGE/UNIVERSITY RESIDENCE HALL
2003,vandalism,0,0,0,67,STREET
2003,simpleasslt,1,0,1,67,RESIDENCE
2003,simpleasslt,1,0,0,61,RESIDENCE
2003,simpleasslt,1,0,0,49,BARBERSHOP
2003,narcotics,0,1,0,38,CHA PARKING LOT/GROUNDS
2003,burglary,0,0,0,71,HOTEL/MOTEL
2003,theft,0,0,0,32,PARKING LOT/GARAGE(NON.RESID.)
2003,simpleasslt,1,0,0,71,STREET
2003,theft,0,0,0,71,SIDEWALK
2003,threat,0,1,1,25,RESIDENCE
2003,theft,0,0,0,19,STREET
2003,simpleasslt,1,0,0,69,SIDEWALK
2003,mvtheft,0,0,0,34,STREET
2003,simpleasslt,1,0,0,14,STREET
2003,aggasslt,1,0,0,29,ALLEY
2003,burglary,0,0,0,38,CLEANING STORE
2003,mvtheft,0,0,0,19,STREET
2003,simpleasslt,1,0,0,38,STREET
2003,trespass,0,1,0,39,GROCERY FOOD STORE
2003,theft,0,0,0,28,RESIDENCE
2003,theft,0,0,0,3,RESIDENCE PORCH/HALLWAY
2003,simpleasslt,1,1,1,66,RESIDENCE
2003,vandalism,0,0,1,23,RESIDENCE
2003,aggasslt,1,0,0,42,SIDEWALK
2003,simpleasslt,1,0,1,28,STREET
2003,narcotics,0,1,0,61,STREET
2003,threat,0,0,0,29,RESIDENCE
2003,theft,0,0,0,25,RESIDENCE
2003,theft,0,0,0,36,CONSTRUCTION SITE
2003,aggasslt,1,1,0,14,SIDEWALK
2003,vandalism,0,1,0,31,ALLEY
2003,aggasslt,1,0,0,22,GROCERY FOOD STORE
2003,robbery,1,0,0,60,PARKING LOT/GARAGE(NON.RESID.)
2003,threat,0,0,0,63,RESIDENCE
2003,vandalism,0,0,0,46,RESIDENCE
2003,theft,0,0,0,15,STREET
2003,aggasslt,1,0,1,8,CHA PARKING LOT/GROUNDS
2003,narcotics,0,1,0,15,RESIDENCE
2003,fraud,0,0,0,6,OTHER
2003,theft,0,0,0,7,STREET
2003,robbery,1,0,0,29,STREET
2003,simpleasslt,1,0,1,23,GROCERY FOOD STORE
2003,burglary,0,1,0,6,RESIDENCE
2003,vandalism,0,0,0,22,RESIDENCE
2003,vandalism,0,0,0,56,STREET
2003,robbery,1,0,0,43,STREET
2003,mvtheft,0,0,0,58,STREET
2003,theft,0,0,0,30,STREET
2003,threat,0,0,1,2,APARTMENT
2003,simpleasslt,1,0,0,53,RESIDENCE
2003,vandalism,0,0,0,49,APARTMENT
2003,vandalism,0,0,0,19,STREET
2003,simpleasslt,1,0,1,25,APARTMENT
2003,burglary,0,1,0,77,RESIDENCE
2003,fraud,0,0,0,32,COLLEGE/UNIVERSITY GROUNDS
2003,fraud,0,0,0,64,RESIDENCE-GARAGE
2003,vandalism,0,0,0,19,APARTMENT
2003,simpleasslt,1,0,0,16,STREET
