stratum,psu,inctot,age,sex,race,hispanic,marstat,ownershg,yrsusa,school,educrec,labforce,classwk,vetstat
5,46,7805,28,2,1,0,1,1,0,1,5,2,22,1
5,46,13505,33,2,1,0,1,1,0,2,8,2,22,1
5,46,9865,32,2,1,0,1,1,0,1,7,2,28,1
5,46,17505,28,2,1,1,5,2,0,1,9,2,13,1
5,46,5710,26,2,1,0,5,2,0,1,9,2,22,1
5,46,6290,29,2,1,0,4,2,0,2,8,2,22,1
5,46,11785,32,2,1,0,1,1,0,1,7,1,22,1
5,46,28710,32,2,1,0,3,1,0,1,9,2,22,1
5,46,205,31,2,1,0,3,1,0,1,4,2,22,1
5,46,0,25,2,1,0,1,2,0,2,8,1,22,1
5,46,1105,25,2,1,0,2,2,0,1,7,2,22,1
5,46,18005,44,2,1,0,5,2,0,1,9,2,22,1
5,46,0,46,2,1,0,1,1,0,1,7,1,0,1
5,46,145,37,2,1,0,1,1,0,1,7,2,28,1
5,46,20335,40,2,1,0,4,1,0,2,7,2,22,1
5,46,1105,41,2,1,0,1,2,0,1,7,2,22,1
5,46,7005,47,2,1,0,1,1,0,1,7,2,28,1
5,46,2720,37,2,1,0,1,1,0,1,9,2,22,1
5,46,0,39,2,1,0,1,2,0,1,7,1,22,1
5,46,145,35,2,1,0,1,1,0,1,7,2,28,1
5,46,8660,48,2,1,0,1,1,0,1,7,2,28,1
5,46,9005,42,2,1,0,1,1,0,1,8,2,22,1
5,46,1505,48,2,1,0,1,1,0,1,8,2,13,1
5,46,5605,42,2,1,0,1,1,0,1,8,2,28,1
5,46,6515,39,2,1,0,1,1,0,1,4,2,22,1
5,46,4610,49,2,1,0,1,1,0,1,7,2,22,1
5,46,10005,43,2,1,0,1,1,0,1,8,2,27,1
5,46,6610,48,2,1,0,1,1,0,1,7,1,22,1
5,46,4805,49,2,1,0,2,2,0,1,3,2,22,1
5,46,5005,44,2,1,0,4,2,0,1,6,1,25,1
5,46,16120,37,2,1,0,1,2,0,1,9,2,28,1
5,46,5875,40,2,1,0,3,1,0,1,7,2,22,1
5,46,4505,39,2,1,0,1,2,0,1,9,2,28,1
5,46,1405,47,2,2,0,5,2,0,1,7,1,0,1
5,46,12005,45,2,1,0,1,1,0,1,7,2,22,1
5,46,5010,39,2,1,0,1,2,0,1,7,2,22,1
5,46,5560,43,2,1,0,1,1,0,1,7,2,28,1
5,46,24005,38,2,1,0,1,1,0,1,9,2,22,1
5,46,6305,49,2,1,0,1,2,0,1,7,2,22,1
5,46,11005,45,2,1,0,1,1,0,1,6,2,22,1
5,46,0,58,2,1,0,4,1,0,1,6,2,22,1
5,46,5005,59,2,1,0,1,1,0,1,8,1,0,1
5,46,9915,61,2,1,0,1,1,0,1,7,2,22,1
5,46,3605,63,2,1,0,1,1,0,1,7,2,22,1
5,46,7580,51,2,1,0,1,1,0,1,8,2,22,1
5,46,15,56,2,1,0,1,1,0,1,9,1,0,1
5,46,0,54,2,1,0,1,1,0,1,9,1,0,1
5,46,19405,50,2,1,0,1,1,0,1,5,2,22,1
5,46,13005,56,2,1,0,1,1,0,1,7,2,22,1
5,46,17760,53,2,1,0,1,1,0,1,9,2,13,2
5,46,0,58,2,1,0,1,1,0,1,7,1,0,2
5,46,6315,50,2,1,0,5,1,0,1,9,2,28,1
5,46,2805,57,2,1,0,1,1,0,1,8,2,22,1
5,46,5105,59,2,1,0,4,2,0,1,7,1,0,1
5,46,6600,61,2,1,0,1,1,0,1,5,1,22,1
5,46,5205,58,2,1,0,2,1,0,1,3,1,0,1
5,46,5805,55,2,1,0,1,1,0,1,7,2,22,1
5,46,0,57,2,1,0,4,1,0,1,3,1,0,1
5,46,0,60,2,1,0,1,2,0,1,7,1,0,1
5,46,7005,62,2,1,0,4,1,0,1,3,1,0,1
5,46,0,55,2,1,0,1,1,0,1,7,1,0,1
5,46,7035,62,2,1,0,1,1,0,1,9,1,0,1
5,46,0,60,2,1,0,1,1,0,1,8,1,0,1
5,46,8315,53,2,1,0,5,2,0,1,9,2,27,1
5,46,17975,63,2,1,0,4,1,0,1,7,2,28,1
5,46,0,60,2,2,0,1,2,0,1,9,1,0,1
5,46,12005,54,2,1,0,1,1,0,1,7,2,22,1
5,46,6610,50,2,1,0,1,2,0,1,6,2,22,1
5,46,2220,59,2,1,0,1,2,0,1,5,1,22,1
5,46,10005,55,2,1,0,1,1,0,1,3,2,22,1
5,46,-1140,62,2,1,0,3,1,0,1,7,1,13,1
5,46,0,55,2,1,0,1,1,0,1,3,1,0,1
5,46,5910,82,2,1,0,4,1,0,1,5,1,0,1
5,46,10835,68,2,1,0,3,2,0,1,8,2,28,1
5,46,4115,82,2,1,0,4,1,0,1,3,1,0,1
5,46,2255,69,2,1,0,1,1,0,1,3,1,0,1
5,46,2490,76,2,1,0,1,1,0,1,6,1,0,1
5,46,3920,67,2,1,0,3,2,0,1,6,2,22,1
5,46,9710,83,2,1,0,4,1,0,1,8,1,0,1
5,46,3005,67,2,1,0,4,2,0,1,3,1,0,1
5,46,4345,75,2,1,0,4,1,0,1,7,1,0,1
5,46,0,88,2,1,0,4,0,0,1,3,1,0,1
5,46,5110,76,2,1,0,2,2,0,1,7,1,0,1
5,46,5440,80,2,1,0,4,1,0,1,7,1,0,1
5,46,4510,74,2,1,0,4,1,0,1,7,1,0,1
5,46,1855,66,2,1,0,1,2,0,1,3,1,0,1
5,46,10770,90,2,1,0,4,1,0,1,7,1,0,1
5,46,5540,68,2,1,0,4,1,0,1,5,1,0,1
5,46,6075,69,2,1,0,1,1,0,1,5,2,22,2
5,46,1505,68,2,1,0,1,1,0,1,3,1,0,1
5,46,4205,77,2,1,0,4,1,0,1,5,1,0,1
5,46,7585,81,2,1,0,4,1,0,1,9,1,0,1
5,46,7745,75,2,1,0,3,1,0,1,3,2,22,1
5,47,7505,24,1,1,0,1,2,0,1,8,2,25,0
5,47,155,16,1,1,0,5,1,0,2,4,1,22,1
5,47,0,15,1,1,0,5,1,0,2,4,0,0,0
5,47,4490,18,1,1,0,5,1,0,2,6,1,22,1
5,47,8845,23,1,1,0,5,1,0,1,8,2,25,1
5,47,1205,22,1,1,0,5,1,0,1,8,1,22,1
5,47,4505,22,1,1,0,5,1,0,1,8,2,22,1
5,47,11205,21,1,1,0,5,1,0,2,8,2,22,1
5,47,3005,23,1,1,0,5,1,0,2,8,1,22,1
5,47,2505,23,1,1,0,5,2,0,2,9,2,22,1
5,47,3005,20,1,1,0,5,2,0,2,8,1,28,1
5,47,0,15,1,1,0,5,1,0,2,4,0,0,0
5,47,8845,22,1,1,0,5,1,0,1,7,2,22,1
5,47,10870,21,1,1,0,5,1,0,1,7,2,22,1
5,47,8905,21,1,1,0,5,1,0,1,8,2,22,1
5,47,885,17,1,1,0,5,1,0,1,3,1,28,1
5,47,10005,21,1,1,0,5,2,0,1,7,2,22,2
5,47,2560,18,1,1,0,5,1,0,2,5,1,22,1
5,47,1805,20,1,1,0,5,1,0,2,8,1,28,1
5,47,0,16,1,1,0,5,2,0,1,3,2,22,1
5,47,8005,24,1,1,0,5,2,0,1,5,2,22,2
5,47,2365,19,1,1,0,5,2,0,2,8,2,22,1
5,47,6365,22,1,1,0,5,2,0,1,7,2,22,1
5,47,4550,18,1,1,0,5,1,0,1,7,2,22,1
5,47,7010,23,1,1,0,5,0,0,1,7,2,25,0
5,47,12005,22,1,1,0,1,1,0,1,3,2,22,1
5,47,0,18,1,1,0,5,2,0,2,6,1,0,1
5,47,1205,18,1,1,0,5,0,0,2,7,1,22,1
5,47,7005,16,1,1,0,5,0,0,2,7,2,27,1
5,47,1005,20,1,1,0,5,1,0,2,8,2,22,1
5,47,2005,21,1,1,0,5,0,0,2,8,1,22,1
5,47,5635,28,1,2,0,3,2,0,2,8,2,22,1
5,47,42010,30,1,1,0,1,1,0,1,9,2,22,1
5,47,15005,32,1,1,0,1,1,0,1,7,2,22,1
5,47,3405,30,1,1,0,1,1,0,1,8,2,22,2
5,47,17005,29,1,1,0,1,1,0,1,6,2,22,1
5,47,17005,31,1,1,0,1,1,0,1,7,2,22,1
5,47,10005,26,1,1,0,1,1,0,1,7,2,25,0
5,47,4005,25,1,1,0,1,1,0,2,7,1,22,2
5,47,12755,29,1,1,0,1,1,0,1,9,2,22,1
5,47,25005,29,1,1,0,1,1,0,1,7,2,22,1
5,47,75000,33,1,1,0,3,1,0,1,9,2,22,1
5,47,35005,33,1,1,0,1,1,0,1,8,2,13,1
5,47,2005,27,1,1,0,5,1,0,1,7,2,22,2
5,47,22425,30,1,1,0,1,1,0,2,8,2,22,2
5,47,18010,30,1,1,0,1,1,0,1,8,1,0,2
5,47,17110,29,1,1,0,1,1,0,1,7,2,22,2
5,47,2255,28,1,1,0,5,1,0,1,9,2,13,1
5,47,13185,32,1,1,0,1,1,0,1,9,2,28,1
5,47,16630,27,1,1,0,1,2,0,1,9,2,25,1
5,47,17610,33,1,1,0,1,1,0,1,8,2,13,2
5,47,11015,29,1,1,0,1,1,0,1,7,2,22,1
5,47,1005,30,1,1,0,5,2,0,1,7,1,22,1
5,47,27870,27,1,1,0,1,1,0,1,7,2,22,1
5,47,75000,33,1,1,0,1,1,0,1,9,2,13,1
5,47,26050,48,1,1,0,1,2,0,1,8,2,22,2
5,47,27415,35,1,1,0,1,1,0,1,9,2,28,1
5,47,25005,37,1,1,0,1,1,0,2,8,2,22,2
5,47,24010,39,1,1,0,3,1,0,1,9,2,22,1
5,47,24005,38,1,1,0,1,1,0,1,7,2,22,2
5,47,22260,49,1,1,0,1,1,0,1,7,2,13,1
5,47,2955,46,1,1,0,1,2,0,1,7,1,0,2
5,47,6055,45,1,1,0,1,1,0,1,8,1,28,1
5,47,36210,45,1,1,0,1,1,0,1,9,2,22,1
5,47,27010,35,1,1,0,1,1,0,1,8,2,14,1
5,47,32360,38,1,1,0,1,1,0,1,9,2,28,2
5,47,26525,40,1,1,0,3,1,0,1,9,2,22,1
5,47,21005,40,1,1,0,1,1,0,1,8,2,22,2
5,47,20060,45,1,1,0,1,1,0,1,7,2,22,1
5,47,22505,36,1,1,0,1,2,0,1,8,2,22,1
5,47,30005,36,1,1,0,1,1,0,1,8,2,14,1
5,47,10005,45,1,1,0,1,1,0,1,3,2,22,2
5,47,12395,42,1,1,0,1,1,0,1,5,2,22,1
5,47,23005,45,1,1,0,1,1,0,1,7,2,22,2
5,47,16415,49,1,1,0,1,1,0,1,8,2,25,2
5,47,16010,43,1,1,0,1,1,0,1,3,2,13,2
5,47,12505,37,1,1,0,5,2,0,1,6,2,22,2
5,47,43010,49,1,1,0,1,1,0,1,9,2,13,1
5,47,40070,47,1,1,0,1,1,0,1,9,2,22,2
5,47,24970,35,1,1,0,1,1,0,1,9,2,25,1
5,47,-9900,42,1,1,0,1,1,0,1,7,1,13,1
5,47,10405,42,1,1,0,1,2,0,1,3,2,22,1
5,47,25420,35,1,1,0,1,1,0,1,9,2,22,2
5,47,25485,54,1,1,0,1,1,0,1,7,2,22,2
5,47,18010,54,1,1,0,5,2,0,1,3,2,22,2
5,47,24210,51,1,1,0,1,1,0,1,7,2,22,1
5,47,63515,59,1,1,0,1,1,0,1,9,1,14,2
5,47,23970,56,1,1,0,1,1,0,1,9,2,22,2
5,47,46210,58,1,1,0,1,1,0,1,9,2,14,2
5,47,16235,63,1,1,0,1,1,0,1,3,2,22,2
5,47,13610,51,1,1,0,1,1,0,1,4,2,22,2
5,47,42210,52,1,1,0,1,1,0,1,9,2,22,2
5,47,30005,51,1,1,0,1,1,0,1,9,2,22,2
5,47,18480,55,1,1,0,1,1,0,1,9,2,28,2
5,47,22310,59,1,1,0,1,1,0,1,7,2,22,2
5,47,19010,52,1,1,0,1,2,0,1,7,2,22,1
5,47,22260,60,1,1,0,5,1,0,1,9,2,22,2
5,47,30005,50,1,1,0,2,2,0,1,7,2,28,1
5,47,25310,50,1,1,0,1,1,0,1,7,2,22,2
5,47,24915,56,1,1,0,1,1,0,1,9,2,13,2
5,47,27455,58,1,1,0,1,1,0,1,7,2,22,2
5,47,38610,58,1,1,0,2,1,0,1,9,2,22,2
5,47,28015,51,1,1,0,1,1,0,1,7,2,22,2
5,47,24510,56,1,1,0,1,1,0,1,8,2,22,2
5,47,3615,57,1,2,0,1,1,0,1,9,2,27,2
5,47,35005,57,1,1,0,1,1,0,1,9,2,22,2
5,47,23310,58,1,1,0,1,1,0,1,8,2,25,2
5,47,8805,65,1,1,0,1,1,0,1,7,1,22,1
5,47,14895,71,1,1,0,1,1,0,1,7,1,25,1
5,47,1055,67,1,1,0,1,1,0,1,2,2,28,1
5,47,12985,72,1,1,0,1,1,0,1,8,1,0,1
5,47,12010,65,1,1,0,1,1,0,1,3,1,0,2
5,47,8810,72,1,1,0,1,1,0,1,7,1,0,1
5,47,25545,84,1,1,0,1,2,0,1,9,1,22,1
5,47,10955,84,1,1,0,1,1,0,1,9,1,0,2
5,47,12465,73,1,1,0,1,2,0,1,4,1,22,1
5,47,6350,75,1,1,0,1,1,0,1,4,2,22,1
5,47,8225,71,1,1,0,1,2,0,1,4,1,0,2
5,47,4310,71,1,1,0,1,2,0,1,9,1,0,2
5,47,6460,79,1,1,0,1,1,0,1,1,1,0,1
5,47,25005,66,1,1,0,1,1,0,1,8,2,14,1
5,47,4680,66,1,1,0,1,2,0,1,4,1,13,1
5,47,20585,73,1,1,0,1,1,0,1,7,2,13,2
5,47,19295,65,1,1,0,1,1,0,1,7,2,22,1
5,47,2805,19,2,1,0,5,0,0,2,8,1,22,1
5,47,4480,19,2,1,0,5,1,0,2,7,2,22,1
5,47,10850,23,2,2,0,5,2,0,1,7,2,28,1
5,47,600,16,2,1,0,5,1,0,2,4,1,22,1
5,47,1105,19,2,1,0,5,1,0,1,7,2,22,1
5,47,1205,19,2,1,0,5,0,0,2,8,1,22,1
5,47,3775,22,2,1,0,5,2,0,1,8,2,22,1
5,47,1605,20,2,1,0,5,2,0,1,8,2,22,1
5,47,4505,19,2,1,0,5,1,0,2,7,2,22,1
5,47,890,17,2,1,0,5,1,0,2,5,2,22,1
5,47,780,18,2,1,0,5,1,0,2,6,2,22,1
5,47,8810,24,2,1,0,5,1,0,2,8,2,28,1
5,47,505,19,2,1,0,5,1,0,2,8,2,22,1
5,47,2205,21,2,1,0,5,0,0,2,8,1,22,1
5,47,2080,18,2,1,0,5,1,0,2,6,2,22,1
5,47,130,16,2,1,0,5,1,0,2,5,2,22,1
5,47,305,18,2,1,0,5,1,0,2,6,2,28,1
5,47,1165,20,2,1,0,5,1,0,1,7,2,22,1
5,47,2945,20,2,1,0,5,1,0,1,7,2,27,1
5,47,4705,19,2,1,0,5,1,0,2,7,1,0,1
5,47,11400,23,2,1,0,5,2,0,1,7,2,22,1
5,47,425,16,2,2,0,5,1,0,2,5,1,28,1
5,47,10005,19,2,1,0,1,1,0,1,7,2,22,1
5,47,4120,17,2,1,0,5,1,0,2,6,2,25,1
5,47,7005,20,2,1,0,5,1,0,1,7,2,22,1
5,47,4310,19,2,1,0,5,2,0,2,7,1,22,1
5,47,4460,23,2,1,0,5,2,0,2,8,2,22,1
5,47,1005,22,2,1,0,5,2,0,1,7,2,27,2
5,47,19005,29,2,1,0,1,1,0,1,9,2,28,1
5,47,1205,26,2,1,0,1,1,0,1,4,1,22,1
5,47,0,32,2,1,0,1,1,0,1,7,1,22,1
5,47,8600,25,2,1,0,5,2,0,1,7,2,27,1
5,47,4210,32,2,1,0,1,2,0,1,6,2,22,1
5,47,3605,25,2,1,0,1,2,0,1,7,2,22,1
5,47,11005,33,2,1,0,1,2,0,1,7,2,25,1
5,47,8005,29,2,1,0,1,2,0,2,8,2,22,1
5,47,5435,31,2,1,0,1,2,0,1,8,2,22,1
5,47,9005,33,2,1,0,1,1,0,1,8,2,22,1
5,47,945,31,2,1,0,1,1,0,1,9,2,22,1
5,47,9190,25,2,1,0,1,1,0,2,9,2,28,1
5,47,6005,31,2,1,0,1,1,0,1,7,2,22,1
5,47,8135,30,2,1,0,1,1,0,1,8,2,22,1
5,47,7705,34,2,1,0,1,1,0,1,7,2,22,1
5,47,0,27,2,1,0,1,1,0,2,7,1,0,1
5,47,1505,30,2,1,0,1,1,0,1,7,2,22,1
5,47,3350,28,2,1,0,2,1,0,1,5,1,22,1
5,47,12005,34,2,1,0,1,2,0,1,7,2,22,1
5,47,6325,37,2,1,0,1,1,0,1,7,2,22,1
5,47,8005,35,2,1,0,1,1,0,1,7,2,22,1
5,47,6765,39,2,1,0,1,2,0,1,6,2,22,1
5,47,8505,45,2,1,0,1,1,0,1,7,2,22,1
5,47,8270,45,2,1,0,3,2,0,1,5,2,22,1
5,47,9005,35,2,1,0,1,1,0,1,7,2,22,1
5,47,1640,35,2,1,0,1,1,0,1,7,1,22,1
5,47,2285,48,2,1,0,1,1,0,1,7,1,22,1
5,47,3505,48,2,1,0,4,1,0,1,7,1,0,1
5,47,10505,47,2,1,0,1,1,0,1,7,2,22,1
5,47,2635,39,2,1,0,1,2,0,1,7,1,0,1
5,47,9885,38,2,1,0,1,1,0,1,8,2,22,1
5,47,2485,45,2,1,0,1,1,0,1,7,2,22,1
5,47,10650,44,2,1,0,3,1,0,1,9,2,28,1
5,47,1005,46,2,1,0,1,1,0,1,7,2,22,1
5,47,0,44,2,1,0,1,1,0,1,6,1,0,1
5,47,4005,42,2,1,0,1,1,0,1,4,2,22,1
5,47,9210,49,2,1,0,1,1,0,1,9,2,27,1
5,47,8845,48,2,1,0,1,1,0,1,3,2,22,1
5,47,14135,44,2,1,0,1,1,0,1,9,2,27,1
5,47,6475,37,2,1,0,1,1,0,1,9,2,22,1
5,47,9805,35,2,1,0,3,2,0,1,7,2,22,1
5,47,6905,43,2,1,0,1,1,0,1,7,2,27,1
5,47,0,41,2,1,0,5,2,0,1,7,2,22,1
5,47,17005,35,2,1,0,1,1,0,1,7,2,25,1
5,47,11215,49,2,1,0,1,1,0,1,3,2,22,1
5,47,2320,60,2,1,0,1,1,0,1,6,1,0,1
5,47,0,62,2,1,0,1,1,0,1,7,1,0,1
5,47,0,58,2,1,0,1,1,0,1,7,1,0,1
5,47,26005,57,2,1,0,1,1,0,1,8,2,14,1
5,47,3005,50,2,1,0,1,1,0,1,7,1,22,1
5,47,10690,54,2,1,0,3,1,0,1,7,2,22,1
5,47,205,59,2,1,0,1,1,0,1,7,1,0,2
5,47,11165,55,2,1,0,5,2,0,1,8,2,22,1
5,47,0,55,2,1,0,1,1,0,1,3,1,0,1
5,47,5510,60,2,1,0,3,2,0,1,3,1,0,1
5,47,30010,58,2,1,0,4,1,0,1,7,1,0,1
5,47,9005,62,2,1,0,5,2,0,1,7,1,22,1
5,47,9505,57,2,1,0,5,2,0,1,7,2,28,1
5,47,16005,57,2,1,0,4,2,0,1,7,2,22,1
5,47,6005,51,2,1,0,1,1,0,1,8,2,22,1
5,47,13545,56,2,1,0,1,1,0,1,7,2,25,1
5,47,6700,62,2,1,0,3,1,0,1,4,2,22,1
5,47,13505,51,2,1,0,1,1,0,1,7,2,27,1
5,47,12005,53,2,1,0,1,1,0,1,7,2,22,1
5,47,2305,50,2,1,0,1,1,0,1,3,1,22,1
5,47,8205,58,2,1,0,1,1,0,1,7,2,22,1
5,47,8010,55,2,1,0,1,1,0,1,7,2,22,1
5,47,0,64,2,1,0,1,2,0,1,7,1,0,1
5,47,9710,53,2,1,0,2,1,0,1,7,2,22,1
5,47,3890,64,2,1,0,1,1,0,1,5,1,0,1
5,47,3770,64,2,1,0,4,1,0,1,3,2,22,1
5,47,2605,61,2,1,0,1,1,0,1,3,2,22,1
5,47,65,56,2,1,0,1,1,0,1,5,1,22,1
5,47,9220,53,2,1,0,1,1,0,1,7,2,22,1
5,47,4410,62,2,1,0,1,1,0,1,5,2,22,1
5,47,3525,53,2,1,0,5,2,0,1,9,2,28,1
5,47,0,62,2,1,0,5,1,0,1,7,1,0,1
5,47,0,57,2,1,0,1,1,0,1,6,1,0,1
5,47,7800,59,2,1,0,1,1,0,1,7,2,22,1
5,47,4090,66,2,1,0,4,1,0,1,3,1,0,1
5,47,5305,65,2,1,0,1,1,0,1,3,2,22,1
5,47,3570,65,2,1,0,1,1,0,1,3,1,0,1
5,47,7480,79,2,1,0,4,1,0,1,3,1,0,1
5,47,8750,86,2,1,0,4,1,0,1,3,1,0,1
5,47,6465,71,2,1,0,5,2,0,1,3,2,22,1
5,47,5650,88,2,1,0,4,2,0,1,3,1,0,1
5,47,6610,66,2,1,0,1,1,0,1,9,1,0,1
5,47,3745,82,2,1,0,5,2,0,1,5,1,0,1
5,47,0,81,2,1,0,4,1,0,1,7,1,0,1
5,47,14810,74,2,1,0,1,1,0,1,9,1,0,1
5,47,13815,85,2,1,0,4,2,0,1,9,1,0,1
5,47,1555,83,2,1,0,4,0,0,1,3,1,0,1
5,47,7435,77,2,1,0,4,1,0,1,3,1,0,1
5,47,2665,70,2,1,0,4,1,0,1,3,1,0,1
5,47,7245,81,2,1,0,4,1,0,1,6,1,0,1
5,47,1845,70,2,1,0,1,1,0,1,3,1,0,1
5,48,1505,17,1,2,0,5,1,0,2,6,2,22,1
5,48,1005,16,1,1,0,5,1,0,2,4,1,22,1
5,48,13005,22,1,1,0,5,1,0,1,5,2,22,1
5,48,760,17,1,2,0,5,0,0,1,4,1,22,1
5,48,1995,20,1,1,0,5,1,0,1,7,2,22,1
5,48,12820,20,1,1,0,1,2,0,1,7,2,22,1
5,48,1340,18,1,1,0,5,1,0,2,6,1,22,1
5,48,0,16,1,1,0,5,1,0,2,4,1,0,1
5,48,8060,19,1,1,0,5,1,0,2,8,2,22,1
5,48,4890,17,1,1,0,5,1,0,2,6,2,22,1
5,48,2885,17,1,1,0,5,1,0,1,5,1,22,1
5,48,0,19,1,1,0,5,1,0,1,6,1,0,1
5,48,6405,21,1,1,0,5,1,0,1,8,2,22,1
5,48,9005,20,1,2,0,5,2,0,1,6,2,22,1
5,48,0,16,1,1,0,5,1,0,2,5,1,0,1
5,48,13630,24,1,1,0,1,1,0,2,7,2,22,1
5,48,8585,17,1,1,0,5,1,0,2,5,2,22,1
5,48,3505,19,1,1,0,5,1,0,1,7,2,22,1
5,48,4005,18,1,1,0,5,1,0,1,7,2,22,1
5,48,4055,22,1,1,0,5,1,0,1,7,1,22,1
5,48,1585,17,1,1,0,5,1,0,2,5,2,28,1
5,48,9505,24,1,1,0,2,1,0,1,7,2,22,1
5,48,0,15,1,1,0,5,1,0,2,3,0,0,0
5,48,8060,23,1,1,0,1,2,0,1,7,2,25,0
5,48,12005,20,1,1,0,5,1,0,1,7,2,22,1
5,48,4770,21,1,1,0,1,2,0,1,7,2,22,1
5,48,2505,17,1,1,0,5,1,0,1,6,2,22,1
5,48,8930,22,1,1,0,1,2,0,1,7,2,25,0
5,48,6710,24,1,1,0,5,1,0,1,8,2,22,1
5,48,5505,21,1,1,0,5,0,0,2,8,2,22,1
5,48,11005,23,1,1,0,1,2,0,2,8,2,22,1
5,48,205,23,1,1,0,5,0,0,1,9,2,25,0
5,48,23540,34,1,1,0,1,1,0,1,9,2,22,1
5,48,7325,26,1,1,0,1,2,0,2,8,1,22,2
5,48,10005,25,1,1,0,5,2,0,1,7,2,13,2
5,48,22005,30,1,1,0,3,2,0,1,9,2,27,2
5,48,17505,26,1,1,0,5,1,0,1,7,2,22,1
5,48,27005,27,1,1,0,1,1,0,1,9,2,22,1
5,48,1915,31,1,1,0,1,1,0,2,7,2,22,2
5,48,19245,26,1,1,0,1,1,0,1,8,2,22,2
5,48,18020,31,1,1,0,1,2,0,1,3,2,22,1
5,48,22005,26,1,1,0,1,1,0,2,8,2,22,1
5,48,14890,27,1,1,0,1,1,0,2,8,2,22,1
5,48,16515,32,1,1,0,1,1,0,2,8,2,22,2
5,48,7505,26,1,1,0,5,2,0,1,5,2,22,1
5,48,8970,25,1,1,0,1,2,0,1,7,2,22,2
5,48,20005,28,1,1,0,1,1,0,2,9,2,22,1
5,48,12895,33,1,1,0,1,1,0,1,7,2,28,1
5,48,2010,28,1,1,0,3,2,0,1,7,2,13,2
5,48,26180,30,1,1,0,5,2,0,1,9,2,22,1
5,48,1705,30,1,1,0,5,2,0,1,5,2,22,2
5,48,12005,28,1,1,0,1,2,0,1,7,2,22,1
5,48,7005,25,1,1,0,5,2,0,1,9,2,22,1
5,48,21990,28,1,1,0,1,1,0,1,9,2,22,1
5,48,22000,25,1,1,0,1,1,0,1,7,2,22,1
5,48,11345,49,1,1,0,1,1,0,2,9,2,13,2
5,48,29470,49,1,1,0,1,1,0,1,8,2,22,1
5,48,36515,37,1,1,0,1,1,0,1,9,2,28,2
5,48,31040,49,1,1,0,1,1,0,1,7,2,22,2
5,48,19250,46,1,1,0,1,1,0,1,7,1,28,2
5,48,16145,43,1,1,0,1,2,0,1,8,2,22,2
5,48,2705,38,1,1,0,1,1,0,1,9,2,14,1
5,48,12005,39,1,1,0,1,1,0,1,7,2,22,2
5,48,14345,46,1,1,0,1,2,0,1,3,2,22,2
5,48,5510,35,1,1,0,1,1,0,1,8,2,22,1
5,48,3005,41,1,1,0,1,2,0,1,7,2,22,1
5,48,14045,36,1,1,0,1,1,0,1,7,2,22,1
5,48,32510,48,1,1,0,1,1,0,1,7,2,22,2
5,48,2405,35,1,1,0,1,2,0,1,3,2,22,1
5,48,22005,40,1,1,0,1,1,0,1,8,2,22,1
5,48,24505,40,1,1,0,1,1,0,1,7,2,22,2
5,48,12000,42,1,1,0,3,1,0,1,7,2,22,2
5,48,47610,48,1,1,0,1,1,0,1,9,2,25,1
5,48,7535,45,1,1,0,1,1,0,1,7,2,13,2
5,48,20005,47,1,1,0,1,1,0,1,7,2,13,2
5,48,15260,43,1,1,0,1,1,0,1,7,2,27,2
5,48,28570,37,1,1,0,1,1,0,1,7,2,22,2
5,48,1880,41,1,1,0,5,1,0,1,6,1,22,2
5,48,13005,46,1,1,0,1,1,0,1,3,2,22,2
5,48,20005,41,1,1,0,3,2,0,1,6,2,22,2
5,48,24445,45,1,1,0,1,1,0,1,9,2,22,1
5,48,29730,46,1,1,0,1,1,0,1,8,2,22,2
5,48,16140,49,1,1,0,1,2,0,1,9,2,22,2
5,48,30010,42,1,1,0,5,1,0,1,9,2,28,1
5,48,17805,47,1,1,0,1,1,0,1,7,2,25,2
5,48,14005,39,1,1,0,1,1,0,1,8,2,28,2
5,48,9905,60,1,1,0,1,1,0,1,8,2,13,1
5,48,22015,61,1,1,0,1,1,0,1,9,1,22,1
5,48,34210,56,1,1,0,1,1,0,1,8,2,22,2
5,48,18760,56,1,1,0,1,1,0,1,5,2,22,2
5,48,16810,55,1,1,0,1,1,0,1,3,1,22,2
5,48,16005,52,1,1,0,1,1,0,1,8,2,28,2
5,48,18240,61,1,1,0,1,1,0,1,7,2,22,1
5,48,19680,56,1,1,0,3,1,0,1,9,2,22,1
5,48,28010,50,1,1,0,1,1,0,1,7,2,22,2
5,48,32005,54,1,1,0,1,1,0,1,8,2,22,1
5,48,16015,64,1,1,0,4,2,0,1,7,2,22,2
5,48,4305,62,1,1,0,3,2,0,1,8,1,0,2
5,48,16005,55,1,1,0,1,1,0,1,6,2,22,2
5,48,14505,59,1,1,0,1,1,0,1,7,2,22,2
5,48,9255,54,1,1,0,2,2,0,1,6,1,0,2
5,48,16005,51,1,1,0,1,1,0,1,7,2,22,1
5,48,0,62,1,1,0,5,1,0,1,5,1,0,1
5,48,15005,57,1,1,0,1,1,0,1,7,2,22,2
5,48,16110,58,1,1,0,1,1,0,1,8,2,14,2
5,48,0,61,1,1,0,1,1,0,1,8,2,22,1
5,48,13415,64,1,1,0,1,1,0,1,7,2,28,2
5,48,30170,54,1,1,0,1,1,0,1,5,2,14,2
5,48,28010,54,1,1,0,5,2,0,1,7,2,22,2
5,48,8565,61,1,1,0,1,1,0,1,7,2,22,2
