stratum,psu,facility,facsize,finalwt,randgrp,age,race,ethnicty,educ,gender,livewith,famtime,crimtype,everviol,numarr,probtn,corrinst,evertime,prviol,prprop,prdrug,prpub,prjuv,agefirst,usewepn,alcuse,everdrug
5,39,39,246,5,3,16,1,2,9,1,4,2,1,1,35,0,0,2,0,0,0,0,0,9,1,1,1
5,39,39,246,5,3,17,2,2,11,1,3,2,9,0,99,99,99,9,0,0,0,0,0,99,2,1,1
5,39,39,246,5,3,16,2,2,9,1,1,1,1,1,2,1,0,2,0,1,1,0,0,12,1,1,1
5,39,39,246,5,3,13,1,2,7,1,2,1,2,0,99,0,2,1,0,0,0,0,0,13,2,3,0
5,39,39,246,5,3,16,1,2,10,1,1,2,4,0,4,3,2,1,0,1,1,0,0,13,2,1,1
5,39,39,246,5,3,13,1,2,7,1,1,1,2,0,3,2,2,1,0,1,0,0,0,12,2,1,1
5,39,39,246,5,3,16,1,2,11,1,1,1,2,0,1,0,0,2,0,0,0,0,0,15,2,1,1
5,39,39,246,5,3,14,1,2,8,1,1,1,2,0,99,2,0,2,0,1,0,0,0,8,2,1,1
5,39,39,246,5,3,16,1,2,9,1,3,1,2,0,4,1,1,1,0,1,1,1,1,13,1,1,1
5,39,39,246,5,3,16,1,2,9,1,3,1,2,0,10,1,1,1,0,1,0,1,0,14,2,1,1
5,39,39,246,5,3,16,2,2,10,1,3,2,2,1,4,2,0,2,1,1,0,0,0,14,2,3,0
5,39,39,246,5,3,17,1,2,11,1,3,1,4,1,2,1,1,1,1,1,0,0,1,15,2,1,1
5,39,39,246,5,3,15,1,2,8,1,7,1,2,0,5,2,1,1,0,1,0,0,0,11,2,1,1
5,39,39,246,5,3,16,1,2,9,1,3,1,2,0,99,1,0,2,0,0,0,0,1,99,2,1,1
5,39,39,246,5,3,17,1,2,9,1,1,1,2,1,13,1,0,2,1,1,1,1,1,12,2,1,1
5,39,39,246,5,3,16,1,2,9,1,3,1,2,0,5,2,1,1,0,1,0,0,0,13,2,3,0
5,39,39,246,5,3,16,1,2,9,1,1,1,1,1,96,2,3,1,1,1,1,0,1,12,2,1,0
5,39,39,246,5,3,15,1,2,8,1,3,2,5,0,2,1,2,1,0,1,0,1,0,13,2,1,1
5,39,39,246,5,3,16,1,1,9,1,1,2,4,0,30,1,1,1,0,1,1,0,1,9,2,1,1
5,39,39,246,5,3,16,2,2,10,1,1,2,1,1,1,0,0,2,0,0,0,0,0,16,1,3,0
5,39,39,246,5,3,16,1,2,9,1,2,2,2,0,2,1,0,2,0,1,0,0,0,14,2,1,1
5,39,39,246,5,3,15,2,2,9,1,1,2,2,1,10,2,2,1,1,1,0,0,1,14,2,1,1
5,39,39,246,5,3,15,1,2,7,1,1,1,2,1,10,1,1,1,1,1,1,0,0,9,2,2,1
5,39,39,246,5,3,15,2,2,10,1,1,2,2,1,10,2,1,1,1,0,1,0,0,13,2,1,1
5,39,39,246,5,3,15,1,2,10,1,3,1,2,0,10,0,0,2,0,0,0,0,0,10,2,1,1
5,39,39,246,5,3,16,1,2,10,1,3,1,2,0,15,1,0,2,0,1,1,0,0,14,2,1,1
5,39,39,246,5,3,16,1,2,8,1,3,1,4,0,10,1,0,2,0,1,0,0,1,12,2,1,1
5,39,39,246,5,3,15,2,2,9,1,1,2,2,0,99,0,0,2,0,0,0,0,0,99,2,1,0
5,39,39,246,5,3,15,2,2,9,1,1,1,2,0,3,2,1,1,0,1,0,1,0,14,2,1,1
5,39,39,246,5,3,16,4,2,9,1,1,1,2,1,2,1,1,1,1,1,0,0,0,15,2,3,1
5,39,39,246,5,3,14,1,2,8,1,1,1,2,0,18,1,1,1,0,1,0,0,0,6,2,1,1
5,39,39,246,5,3,16,1,2,9,1,2,2,4,1,40,2,1,1,1,1,1,0,1,10,2,1,1
5,39,39,246,5,3,16,2,2,9,1,3,2,2,0,1,1,0,2,0,0,0,0,0,15,2,1,1
5,39,39,246,5,3,16,2,2,9,1,1,2,1,1,8,3,0,2,0,1,0,0,0,99,2,3,0
5,39,39,246,5,3,17,1,2,11,1,3,1,1,1,10,8,3,1,1,0,1,0,1,12,1,1,1
5,39,39,246,5,3,17,1,2,10,1,1,2,4,0,10,3,1,1,0,1,1,0,0,14,2,1,1
5,39,39,246,5,3,16,1,2,9,1,3,1,4,0,1,1,0,2,0,0,0,0,1,15,2,1,1
5,39,39,246,5,3,16,2,2,10,1,2,2,2,1,2,0,1,1,1,0,0,0,0,13,2,3,1
5,39,39,246,5,3,13,1,2,8,1,1,2,2,0,40,2,1,1,0,1,0,0,1,10,2,1,1
5,39,39,246,5,3,15,1,2,8,1,1,1,1,1,4,1,3,1,1,0,0,0,1,15,2,1,0
5,39,39,246,5,3,16,1,2,9,1,1,1,2,1,9,1,1,1,1,1,1,0,1,9,2,1,1
5,39,39,246,5,3,16,1,2,9,1,1,1,2,0,28,2,6,1,0,1,0,0,1,12,2,1,1
5,39,39,246,5,3,15,1,2,9,1,1,2,2,0,5,1,1,1,0,1,0,0,1,13,2,1,1
4,16,16,180,5,6,16,2,2,9,1,4,1,2,1,15,2,9,1,1,1,0,0,1,9,2,1,1
4,16,16,180,5,6,16,2,2,9,1,3,1,1,1,96,2,30,1,1,1,1,0,0,12,2,1,1
4,16,16,180,5,6,18,2,2,8,1,1,1,1,1,1,0,0,2,0,0,0,0,0,14,1,3,0
4,16,16,180,5,6,16,1,2,11,1,6,2,1,1,5,0,2,1,0,1,0,0,0,14,2,1,1
4,16,16,180,5,6,18,2,2,4,1,5,1,1,1,96,20,0,2,1,1,0,1,1,11,2,3,1
4,16,16,180,5,6,16,2,2,9,1,1,2,1,1,18,1,2,1,1,1,0,0,0,12,2,2,1
4,16,16,180,5,6,16,2,2,8,1,3,1,1,1,10,0,2,1,0,1,0,0,1,12,2,3,0
4,16,16,180,5,6,17,2,2,10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,16,1,1,1
4,16,16,180,5,6,15,2,2,8,1,3,1,1,1,20,1,3,1,1,0,0,1,0,12,1,1,1
4,16,16,180,5,6,16,2,2,8,1,4,1,1,1,19,0,0,2,0,0,0,0,0,9,2,1,1
4,16,16,180,5,6,17,2,2,10,1,3,2,1,1,3,0,0,2,0,0,0,0,0,14,1,3,0
4,16,16,180,5,6,20,2,2,9,1,1,1,1,1,4,0,1,1,0,1,0,0,0,13,1,1,1
4,16,16,180,5,6,17,2,2,10,1,4,2,1,1,18,3,0,2,0,1,0,0,0,15,2,3,0
4,16,16,180,5,6,15,2,2,9,1,1,1,1,1,4,0,2,1,1,1,0,0,0,12,1,1,1
4,16,16,180,5,6,16,2,2,8,1,1,2,1,1,20,1,10,1,1,1,0,0,0,13,1,1,1
4,16,16,180,5,6,17,1,2,10,1,2,2,1,1,3,1,1,1,1,0,0,0,0,15,1,1,0
4,16,16,180,5,6,17,2,2,7,1,9,9,1,1,50,2,1,1,0,0,0,0,0,12,2,3,0
4,16,16,180,5,6,20,1,2,10,1,2,1,1,1,2,1,0,2,0,1,0,0,0,11,2,1,1
4,16,16,180,5,6,19,2,2,10,1,1,1,1,1,1,1,0,2,0,1,0,0,0,15,1,3,1
4,16,16,180,5,6,16,2,2,9,1,1,1,2,1,9,2,8,1,1,1,1,1,1,9,2,3,1
4,16,16,180,5,6,19,2,2,8,1,3,2,1,1,2,1,1,1,1,1,1,0,0,12,2,3,1
4,16,16,180,5,6,19,2,2,12,1,1,1,1,1,96,1,2,1,1,1,1,0,0,14,1,3,1
4,16,16,180,5,6,19,2,2,10,1,3,2,1,1,2,0,0,2,0,0,1,0,0,13,1,3,1
4,16,16,180,5,6,18,2,2,9,1,1,1,1,1,10,1,1,1,0,1,0,0,0,13,2,3,0
4,16,16,180,5,6,18,2,2,10,1,4,2,1,1,20,1,0,2,1,1,0,0,0,10,2,3,0
4,16,16,180,5,6,15,2,2,9,1,4,1,1,1,4,0,0,2,0,0,0,0,0,12,1,1,1
4,16,16,180,5,6,17,2,2,10,1,1,2,1,1,5,1,1,1,0,1,0,0,0,10,1,3,1
4,16,16,180,5,6,19,2,2,10,1,1,2,1,1,96,0,0,2,0,0,0,0,0,13,1,1,1
4,16,16,180,5,6,19,2,2,11,1,1,2,1,1,3,1,0,2,1,0,0,0,0,13,1,1,1
4,16,16,180,5,6,19,2,2,14,1,9,2,2,0,30,1,3,1,0,0,0,0,0,12,1,3,0
4,16,16,180,5,6,19,2,2,11,1,1,2,1,1,8,1,0,2,0,1,0,0,0,13,1,1,1
4,16,16,180,5,6,18,2,2,10,1,1,2,1,1,1,0,0,2,0,0,0,0,0,15,1,3,1
4,16,16,180,5,6,18,1,2,10,1,3,2,1,1,1,0,0,2,0,0,0,0,0,16,1,3,0
4,16,16,180,5,6,19,2,2,10,1,1,1,1,1,1,0,0,2,0,0,0,0,0,14,2,3,0
4,16,16,180,5,6,15,2,2,8,1,1,2,1,1,7,2,3,1,1,1,0,0,0,11,1,1,1
4,16,16,180,5,6,20,2,2,8,1,3,2,1,1,1,0,0,2,0,0,0,0,0,14,1,1,1
4,16,16,180,5,6,19,2,2,8,1,1,2,1,1,3,0,0,2,0,1,0,0,0,12,1,3,1
4,16,16,180,5,6,17,2,2,9,1,1,2,1,1,2,1,0,2,1,0,0,0,0,16,1,3,0
4,16,16,180,5,6,15,1,2,7,1,1,2,1,1,1,0,0,2,0,0,0,0,0,13,2,1,1
4,16,16,180,5,6,19,1,1,8,1,1,2,1,1,99,0,0,2,0,0,0,0,0,12,9,1,1
4,16,16,180,5,6,19,2,2,11,1,3,2,1,1,1,0,0,2,0,0,0,0,0,15,1,1,0
4,16,16,180,5,6,16,1,1,8,1,1,2,1,1,99,1,2,1,0,1,0,0,0,15,1,3,1
4,16,16,180,5,6,18,1,1,9,1,1,2,1,1,2,0,0,2,0,0,0,0,0,13,1,3,1
4,16,16,180,5,6,15,1,1,6,1,3,2,1,1,40,5,30,1,1,0,0,0,0,8,1,3,0
4,16,16,180,5,6,20,2,2,6,1,4,2,1,1,26,40,38,1,1,1,1,0,0,7,1,1,1
4,16,16,180,5,6,18,2,1,12,1,1,2,1,1,9,1,6,1,1,1,0,1,0,14,1,1,1
4,16,16,180,5,6,18,2,2,8,1,1,1,1,1,5,1,0,2,1,0,0,0,0,13,2,1,0
4,16,16,180,5,6,18,2,2,10,1,1,2,1,1,10,1,0,2,0,0,0,0,0,13,2,3,0
4,16,16,180,5,6,18,2,2,10,1,9,1,2,1,10,0,5,1,1,1,0,0,0,14,2,1,1
4,16,16,180,5,6,19,2,2,9,1,1,2,1,1,5,0,2,1,1,0,0,0,0,13,2,1,1
4,16,16,180,5,6,20,2,2,9,1,3,2,1,1,12,1,1,1,0,1,0,0,0,14,1,1,1
4,16,16,180,5,6,19,4,2,9,1,1,1,1,1,6,1,0,2,1,0,0,0,0,13,1,1,1
4,16,16,180,5,6,15,2,2,9,1,3,2,1,1,10,1,1,1,1,0,0,0,0,11,2,1,1
4,16,16,180,5,6,16,2,2,10,1,1,2,1,1,1,0,0,2,0,0,0,0,0,15,2,3,0
4,16,16,180,5,6,15,2,2,7,1,1,2,2,0,14,2,4,1,0,1,0,0,0,12,2,1,0
4,16,16,180,5,6,19,2,2,10,1,1,2,1,1,1,0,2,1,0,0,0,0,0,15,1,1,1
4,16,16,180,5,6,17,2,2,10,1,1,2,2,1,15,1,3,1,1,1,0,0,0,12,2,1,1
5,17,17,357,5,5,14,2,2,8,1,1,2,2,0,2,1,0,2,0,1,0,0,0,14,2,1,1
5,17,17,357,5,5,19,2,2,11,1,1,1,2,1,31,2,0,2,1,1,0,1,1,8,2,2,1
5,17,17,357,5,5,15,2,2,9,1,1,2,1,1,26,2,2,1,0,1,0,0,0,11,2,1,0
5,17,17,357,5,5,18,1,2,10,1,3,2,1,1,2,2,1,1,1,0,1,0,1,14,2,1,1
5,17,17,357,5,5,16,2,2,11,1,9,2,2,0,23,1,0,2,0,1,0,0,0,14,2,1,0
5,17,17,357,5,5,16,1,2,10,1,3,2,2,0,6,1,1,1,0,1,0,0,0,13,2,2,1
5,17,17,357,5,5,17,2,2,9,1,3,1,1,1,19,1,3,1,1,1,0,0,0,11,2,1,1
5,17,17,357,5,5,17,1,1,9,1,1,1,1,1,20,1,1,1,0,1,0,0,0,10,2,1,1
5,17,17,357,5,5,14,1,2,9,1,3,2,1,1,2,1,0,2,0,0,0,0,0,13,2,1,1
5,17,17,357,5,5,16,2,2,10,1,4,2,1,1,2,1,0,2,0,0,0,1,1,14,2,1,0
5,17,17,357,5,5,15,1,2,6,1,1,2,1,1,4,2,1,1,0,0,0,0,1,12,9,1,1
5,17,17,357,5,5,16,2,2,11,1,2,1,1,1,1,1,0,2,0,0,0,0,0,16,2,3,0
5,17,17,357,5,5,15,2,2,9,1,1,2,2,0,7,1,7,1,0,1,0,0,0,14,2,1,0
5,17,17,357,5,5,17,2,2,11,1,1,2,1,1,3,2,1,1,0,1,0,0,0,13,2,3,0
5,17,17,357,5,5,16,1,2,10,1,3,2,1,1,2,0,1,1,0,0,0,0,0,15,1,1,1
5,17,17,357,5,5,15,2,2,9,1,4,2,1,1,10,1,4,1,0,1,0,0,1,14,2,1,1
5,17,17,357,5,5,18,1,2,10,1,1,2,4,0,4,1,1,1,0,0,0,0,0,16,2,3,1
5,17,17,357,5,5,14,1,2,8,1,1,1,1,1,2,1,0,2,0,1,0,0,0,13,2,1,0
5,17,17,357,5,5,14,1,2,9,1,3,1,2,1,30,3,3,1,1,1,0,1,0,6,2,1,1
5,17,17,357,5,5,16,1,1,9,1,3,1,1,1,2,1,1,1,1,1,0,0,0,15,1,1,1
5,17,17,357,5,5,16,2,2,11,1,3,1,2,0,1,1,0,2,0,1,0,0,0,16,2,1,0
5,17,17,357,5,5,16,1,2,9,1,1,1,2,0,6,1,0,2,0,1,0,0,0,12,2,1,1
5,17,17,357,5,5,17,1,2,11,1,1,2,2,0,18,1,1,1,0,1,0,0,1,15,2,1,1
5,17,17,357,5,5,19,1,2,9,1,4,2,2,0,5,2,2,1,0,1,0,0,1,14,2,1,1
5,17,17,357,5,5,15,2,2,8,1,1,1,1,1,4,1,1,1,1,1,0,0,0,13,2,1,1
5,17,17,357,5,5,17,2,2,10,1,3,1,2,1,25,1,11,1,1,1,0,0,0,9,1,1,1
5,17,17,357,5,5,14,1,1,7,1,3,9,1,1,2,1,0,2,1,0,0,0,1,12,2,1,1
5,17,17,357,5,5,18,2,2,8,1,2,1,1,1,4,1,0,2,0,0,0,0,0,11,1,3,0
5,17,17,357,5,5,16,2,2,9,1,1,1,1,1,6,3,6,1,0,1,0,0,0,11,2,1,1
5,17,17,357,5,5,15,1,2,9,1,3,2,1,1,20,2,0,2,0,1,0,0,0,10,2,1,1
5,17,17,357,5,5,17,1,2,9,1,1,1,2,0,5,1,4,1,0,1,0,0,0,13,2,1,1
5,17,17,357,5,5,15,2,2,9,1,4,2,2,0,1,1,1,1,0,1,0,0,0,15,1,1,1
5,17,17,357,5,5,18,2,2,11,1,3,1,1,1,6,2,3,1,0,1,1,1,0,13,2,2,1
5,17,17,357,5,5,16,2,2,9,1,4,2,1,1,2,1,3,1,1,0,0,0,0,15,1,3,0
5,17,17,357,5,5,18,1,1,9,1,3,2,1,1,20,1,1,1,0,0,0,1,0,14,1,1,1
5,17,17,357,5,5,16,9,1,11,1,2,1,1,1,20,1,0,2,1,1,0,0,0,11,2,3,1
5,17,17,357,5,5,17,2,2,9,1,3,2,1,1,2,1,1,1,0,0,1,1,1,16,2,1,0
5,17,17,357,5,5,17,2,2,8,1,3,1,1,1,10,2,2,1,1,1,0,1,0,14,1,1,0
5,17,17,357,5,5,19,2,2,11,1,4,2,3,0,10,1,3,1,0,0,1,0,0,13,2,1,1
5,17,17,357,5,5,16,2,2,11,1,1,2,2,0,7,0,1,1,0,0,0,0,0,13,2,3,1
5,17,17,357,5,5,18,1,2,8,1,5,2,1,1,12,6,10,1,1,1,1,1,1,9,1,1,1
5,17,17,357,5,5,16,2,2,6,1,1,2,2,1,20,2,0,2,1,1,0,0,0,13,2,3,0
5,17,17,357,5,5,17,2,2,9,1,4,2,9,0,5,2,0,2,0,1,0,1,0,14,2,1,0
5,17,17,357,5,5,17,2,2,10,1,1,2,1,1,7,2,0,2,1,0,0,0,0,15,1,3,1
5,17,17,357,5,5,16,1,2,10,1,1,1,2,0,15,0,0,2,0,0,0,0,0,13,1,1,1
5,17,17,357,5,5,16,2,2,10,1,1,1,1,1,2,4,0,2,0,1,1,0,0,13,2,2,1
5,17,17,357,5,5,16,2,2,10,1,1,2,4,0,2,1,0,2,0,0,0,0,0,14,1,1,0
5,17,17,357,5,5,18,2,2,11,1,1,2,1,1,3,0,0,2,0,0,0,0,0,16,1,1,1
5,17,17,357,5,5,17,2,2,11,1,1,1,1,1,2,1,0,2,1,0,0,0,0,13,2,1,1
5,17,17,357,5,5,18,2,2,9,1,3,2,2,0,5,2,3,1,0,1,0,0,0,13,2,1,1
5,17,17,357,5,5,17,2,2,11,1,3,2,1,1,7,3,0,2,1,1,0,0,0,14,2,1,1
5,17,17,357,5,5,17,2,1,10,1,1,1,1,1,3,2,1,1,1,1,0,0,0,15,2,1,1
5,17,17,357,5,5,17,2,2,10,1,1,2,2,0,7,2,99,1,0,1,0,0,0,13,2,1,1
5,17,17,357,5,5,16,2,2,8,1,1,2,1,1,5,1,0,2,0,0,0,0,0,13,2,1,1
5,17,17,357,5,5,17,2,2,11,1,3,2,2,1,4,2,1,1,1,1,0,0,0,14,2,2,0
5,17,17,357,5,5,16,1,2,8,1,1,2,1,1,4,2,1,1,1,1,1,1,0,14,2,1,1
5,17,17,357,5,5,16,2,2,9,1,1,2,2,0,1,1,1,1,0,0,0,0,0,14,2,1,1
5,17,17,357,5,5,18,2,2,10,1,3,2,1,1,20,1,0,2,0,1,0,0,0,11,1,1,1
5,17,17,357,5,5,19,5,1,10,1,1,9,1,1,99,99,2,1,0,0,1,0,0,99,9,9,1
5,17,17,357,5,5,17,1,2,8,1,4,1,1,1,10,4,2,1,0,1,1,0,1,9,1,1,1
5,17,17,357,5,5,18,2,2,10,1,1,2,1,1,15,1,2,1,1,1,0,1,0,16,1,1,1
5,17,17,357,5,5,18,2,2,7,1,1,2,1,1,3,1,4,1,0,1,0,0,0,13,2,3,0
5,17,17,357,5,5,18,2,2,11,1,3,2,1,1,3,0,1,1,1,0,0,0,0,15,1,3,1
5,17,17,357,5,5,16,2,9,10,1,3,9,2,1,99,1,0,2,1,0,0,0,0,15,2,9,1
5,17,17,357,5,5,17,2,2,10,1,4,2,2,0,5,1,0,2,0,1,0,0,0,13,2,3,0
5,17,17,357,5,5,17,2,2,9,1,7,9,2,1,18,2,1,1,1,1,0,0,1,10,1,1,1
5,17,17,357,5,5,17,2,2,11,1,1,2,1,1,4,0,0,2,1,0,0,0,0,15,1,3,1
5,17,17,357,5,5,16,1,2,8,1,1,2,2,0,4,2,2,1,0,1,1,0,1,13,1,1,1
5,17,17,357,5,5,17,2,2,8,1,1,1,1,1,3,2,1,1,0,1,0,1,0,13,1,1,1
5,17,17,357,5,5,14,1,1,7,1,4,1,1,1,6,1,5,1,0,1,0,0,1,13,1,2,0
5,17,17,357,5,5,17,1,2,9,1,2,2,2,1,13,12,0,2,1,1,0,1,1,12,2,1,1
5,17,17,357,5,5,16,2,2,8,1,1,2,1,1,3,1,3,1,1,0,0,0,1,13,1,3,1
5,17,17,357,5,5,16,2,2,9,1,1,2,1,1,99,1,1,1,0,0,0,0,0,15,1,3,0
5,17,17,357,5,5,16,2,2,8,1,1,2,1,1,2,0,0,2,0,0,0,0,0,14,1,3,0
5,17,17,357,5,5,17,2,2,10,1,1,2,1,1,5,1,0,2,0,1,0,0,0,12,1,3,1
5,17,17,357,5,5,17,2,2,9,1,3,2,1,1,15,0,0,2,0,0,0,0,0,15,1,1,1
5,17,17,357,5,5,17,2,2,10,1,1,2,1,1,7,1,0,2,0,0,0,0,0,12,2,3,0
5,17,17,357,5,5,15,2,2,8,1,4,1,2,1,15,1,0,2,1,1,0,0,1,12,2,1,1
5,17,17,357,5,5,18,1,1,9,1,1,2,1,1,5,1,0,2,0,1,0,0,0,13,1,3,1
5,17,17,357,5,5,17,2,9,10,1,3,2,1,1,40,1,0,2,0,0,0,1,0,13,2,3,1
5,17,17,357,5,5,15,2,2,9,1,1,2,1,1,50,1,0,2,1,1,0,0,0,10,1,3,0
5,17,17,357,5,5,16,2,2,10,1,1,2,1,1,1,0,0,2,0,0,0,0,0,15,1,2,1
5,17,17,357,5,5,15,2,2,10,1,3,2,2,1,20,5,0,2,1,1,1,0,0,7,2,1,1
5,17,17,357,5,5,17,1,1,10,1,1,2,1,1,8,2,0,2,0,1,0,0,0,15,2,3,1
5,17,17,357,5,5,16,2,2,9,1,1,2,1,1,9,2,0,2,0,1,0,0,0,14,2,1,1
5,17,17,357,5,5,19,1,1,9,1,1,2,1,1,6,2,3,1,1,1,1,1,0,12,1,3,1
5,17,17,357,5,5,17,2,2,10,1,1,1,1,1,10,1,0,2,1,1,1,1,0,8,1,1,1
5,17,17,357,5,5,18,2,2,9,1,1,2,1,1,13,1,4,1,1,0,0,1,0,12,1,1,1
5,17,17,357,5,5,18,5,1,8,1,3,2,1,1,36,2,3,1,1,1,0,0,1,14,1,1,1
5,17,17,357,5,5,18,2,2,11,1,1,2,2,1,16,0,1,1,1,1,0,1,0,14,1,1,1
5,17,17,357,5,5,16,2,2,10,1,1,2,1,1,2,1,1,1,0,0,0,1,0,15,1,1,1
5,17,17,357,5,5,18,2,2,7,1,3,2,2,1,30,1,3,1,1,1,0,0,1,10,2,1,1
5,17,17,357,5,5,15,1,2,9,1,1,1,1,1,30,3,14,1,1,1,0,0,1,9,2,1,1
5,17,17,357,5,5,16,2,2,8,1,4,2,1,1,6,1,0,2,1,1,0,0,1,13,1,1,1
5,17,17,357,5,5,18,2,2,10,1,3,1,9,0,12,2,7,1,0,1,0,0,1,15,1,3,1
5,17,17,357,5,5,16,1,2,9,1,5,2,1,1,2,0,0,2,0,0,0,0,0,14,1,3,1
5,17,17,357,5,5,15,1,1,8,1,3,2,2,1,16,1,5,1,1,1,1,0,0,13,1,2,1
5,17,17,357,5,5,18,2,2,10,1,3,1,1,1,18,4,12,1,1,1,1,0,1,14,2,1,1
5,17,17,357,5,5,16,2,2,10,1,1,2,1,1,7,2,1,1,0,1,0,0,0,13,2,2,0
5,17,17,357,5,5,17,2,2,10,1,1,1,2,0,3,1,0,2,0,0,0,0,0,16,2,1,1
5,17,17,357,5,5,17,2,2,10,1,3,1,2,0,3,1,0,2,0,1,0,0,0,15,2,1,1
5,17,17,357,5,5,16,2,1,9,1,3,1,1,1,2,1,0,2,1,0,0,0,0,13,1,1,1
5,17,17,357,5,5,16,1,2,10,1,1,1,1,1,16,3,5,1,1,1,1,1,1,10,2,1,1
5,17,17,357,5,5,17,2,2,10,1,1,1,1,1,4,1,0,2,1,1,1,1,0,11,1,1,1
5,17,17,357,5,5,14,2,2,8,1,1,2,2,0,23,4,13,1,0,1,1,1,1,12,1,2,1
1,23,23,47,7,5,14,1,2,8,1,3,2,2,0,4,1,2,1,0,1,0,0,1,11,2,1,1
1,23,23,47,7,5,15,1,2,9,1,1,2,5,0,6,1,1,1,0,0,0,0,1,12,2,1,1
1,23,23,47,7,5,17,4,2,10,1,7,1,2,0,10,3,1,1,0,1,0,1,0,14,2,1,1
1,23,23,47,7,5,15,4,2,9,1,5,2,2,1,4,1,0,2,1,1,0,0,0,10,1,1,1
1,23,23,47,7,5,17,1,2,11,1,1,2,2,0,2,0,0,2,0,1,0,0,0,16,2,1,1
1,23,23,47,7,5,15,1,2,9,1,1,2,5,1,6,1,9,1,1,1,0,0,1,13,2,1,1
1,23,23,47,7,5,14,1,2,8,1,5,2,5,0,1,2,0,2,0,0,0,0,1,14,2,1,0
1,23,23,47,7,5,14,1,2,8,1,3,1,2,1,11,1,0,2,1,0,1,0,0,10,2,1,1
1,23,23,47,7,5,17,1,2,11,1,3,2,2,0,4,1,0,2,0,1,0,0,0,16,2,1,1
1,23,23,47,7,5,14,1,2,7,1,1,1,2,0,4,1,1,1,0,1,0,0,0,13,2,1,1
1,23,23,47,7,5,17,1,2,10,1,1,2,2,1,9,4,7,1,1,1,1,0,0,13,2,3,1
1,23,23,47,7,5,14,1,2,9,1,3,2,2,0,5,3,0,2,0,1,0,0,1,13,2,2,1
1,23,23,47,7,5,13,1,2,7,1,3,2,2,1,4,3,1,1,1,1,0,0,0,13,2,1,1
1,23,23,47,7,5,16,1,2,9,1,3,1,2,0,1,0,2,1,0,1,0,0,0,16,2,1,1
1,23,23,47,7,5,14,4,2,8,1,1,1,2,0,10,7,2,1,0,1,0,1,0,10,2,1,1
1,23,23,47,7,5,15,1,2,10,1,1,1,5,0,4,0,1,1,0,0,1,0,0,12,2,1,1
1,23,23,47,7,5,14,4,2,9,1,1,1,1,1,2,1,2,1,1,1,0,0,0,13,2,1,1
1,23,23,47,7,5,15,1,2,9,1,3,2,1,1,2,3,0,2,0,1,0,0,1,14,2,1,1
1,23,23,47,7,5,16,4,2,9,1,2,1,2,1,7,2,8,1,1,1,0,0,1,10,2,1,1
1,23,23,47,7,5,16,2,2,9,1,4,1,1,1,4,1,0,2,0,0,0,0,1,15,2,2,1
1,23,23,47,7,5,17,1,2,12,1,3,1,3,0,25,1,0,2,0,0,1,0,1,12,2,1,1
1,23,23,47,7,5,15,1,2,8,1,1,1,2,0,10,3,6,1,0,1,0,0,1,12,2,1,1
1,23,23,47,7,5,15,1,2,9,1,1,2,2,0,15,2,0,2,0,1,0,0,0,9,2,1,1
1,23,23,47,7,5,13,1,2,8,1,3,2,1,1,10,1,2,1,0,1,0,0,1,4,2,1,1
1,23,23,47,7,5,16,3,2,10,1,3,2,2,0,1,2,1,1,0,1,0,0,0,16,2,1,1
1,23,23,47,7,5,17,1,2,11,1,1,1,4,0,99,2,0,2,0,0,0,0,1,17,2,1,1
1,23,23,47,7,5,17,1,2,8,1,1,2,2,0,1,1,1,1,0,1,0,0,0,16,2,1,1
1,23,23,47,7,5,15,1,2,9,1,1,1,1,1,3,0,1,1,0,1,0,0,0,15,2,1,1
1,23,23,47,7,5,17,1,2,12,1,3,1,2,0,8,1,0,2,0,1,0,0,0,14,2,1,1
1,23,23,47,7,5,15,2,2,8,1,3,2,1,1,7,0,2,1,1,0,0,0,0,13,2,1,1
1,23,23,47,7,5,17,1,2,11,1,3,1,2,0,1,1,0,2,0,0,0,1,0,17,2,1,1
1,23,23,47,7,5,16,1,2,10,1,3,2,2,1,5,4,0,2,1,1,0,0,0,12,2,1,1
1,23,23,47,7,5,17,1,2,9,1,3,1,1,1,1,0,1,1,0,0,0,0,0,16,2,1,0
1,23,23,47,7,5,17,1,2,9,1,1,1,1,1,1,0,0,2,0,0,0,0,0,16,1,1,1
1,23,23,47,7,5,14,4,2,8,1,1,1,1,1,15,2,1,1,0,1,0,0,1,7,2,1,1
1,23,23,47,7,5,15,1,2,8,1,1,1,2,0,3,21,99,9,0,1,0,0,0,14,2,1,0
1,23,23,47,7,5,17,1,2,10,1,1,1,2,0,1,0,0,2,0,0,0,0,0,16,2,1,0
1,23,23,47,7,5,17,4,2,12,1,3,2,1,1,1,3,2,1,0,1,1,0,0,17,2,1,1
1,23,23,47,7,5,17,1,2,10,1,3,2,2,0,1,4,0,2,0,1,0,1,0,16,2,1,1
1,23,23,47,7,5,16,1,1,9,1,3,1,2,0,15,2,1,1,0,1,0,0,0,9,2,1,1
1,23,23,47,7,5,17,1,2,10,1,3,1,2,0,2,1,0,2,0,1,0,0,0,16,2,1,1
1,23,23,47,7,5,14,4,2,7,1,3,1,2,0,4,0,1,1,0,0,0,0,1,13,1,3,1
