"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","orig.id"
"378",2013,3,18,1730,1729,1,1910,1907,3,"UA",1446,"N73270","EWR","ORD",124,719,17,29,2013-03-18 17:00:00,"89939"
"379",2013,3,26,1541,1530,11,1852,1834,18,"DL",1935,"N372NW","LGA","TPA",149,1010,15,30,2013-03-26 15:00:00,"94280"
"380",2013,1,25,843,845,-2,1348,1350,-2,"AA",1357,"N5EYAA","JFK","SJU",197,1598,8,45,2013-01-25 08:00:00,"12470"
"381",2013,11,17,1802,1659,63,2020,1859,81,"DL",1518,"N366NW","EWR","DTW",89,488,16,59,2013-11-17 16:00:00,"41534"
"382",2013,2,2,839,830,9,1127,1138,-11,"UA",1645,"N37293","EWR","PBI",149,1023,8,30,2013-02-02 08:00:00,"66171"
"383",2013,11,8,1754,1740,14,2116,2035,41,"AA",67,"N3CRAA","JFK","SAN",345,2446,17,40,2013-11-08 17:00:00,"36775"
"384",2013,1,25,1501,1506,-5,1824,1819,5,"UA",54,"N33132","EWR","LAX",350,2454,15,6,2013-01-25 15:00:00,"12647"
"385",2013,4,18,2100,2005,55,2359,2311,48,"UA",282,"N418UA","EWR","AUS",218,1504,20,5,2013-04-18 20:00:00,"107375"
"386",2013,7,26,627,630,-3,742,755,-13,"AA",303,"N3BWAA","LGA","ORD",108,733,6,30,2013-07-26 06:00:00,"162216"
"387",2013,12,9,2014,2015,-1,2349,2344,5,"DL",427,"N191DN","JFK","LAX",366,2475,20,15,2013-12-09 20:00:00,"53421"
"388",2013,2,24,1327,1330,-3,1752,1825,-33,"DL",315,"N3766","JFK","SJU",189,1598,13,30,2013-02-24 13:00:00,"77693"
"389",2013,12,12,1259,1300,-1,1424,1428,-4,"UA",1734,"N41135","EWR","ORD",121,719,13,0,2013-12-12 13:00:00,"54837"
"390",2013,2,10,1427,1430,-3,1741,1755,-14,"UA",560,"N557UA","JFK","SFO",347,2586,14,30,2013-02-10 14:00:00,"70256"
"391",2013,5,17,1759,1800,-1,1957,1938,19,"UA",691,"N453UA","LGA","ORD",119,733,18,0,2013-05-17 18:00:00,"123265"
"392",2013,5,19,1947,1949,-2,2300,2248,12,"UA",1425,"N37252","EWR","PBI",143,1023,19,49,2013-05-19 19:00:00,"124329"
"393",2013,10,3,1256,1249,7,1351,1352,-1,"B6",1318,"N183JB","JFK","BOS",33,187,12,49,2013-10-03 12:00:00,"17211"
"394",2013,9,5,1349,1350,-1,1614,1643,-29,"B6",1783,"N715JB","JFK","MCO",122,944,13,50,2013-09-05 13:00:00,"185758"
"395",2013,1,23,1413,1345,28,1709,1703,6,"UA",1164,"N37437","EWR","FLL",157,1065,13,45,2013-01-23 13:00:00,"11573"
"396",2013,5,24,1204,1200,4,1316,1313,3,"B6",1303,"N266JB","JFK","IAD",52,228,12,0,2013-05-24 12:00:00,"126899"
"397",2013,6,7,1839,1715,84,2208,2012,116,"DL",503,"N3754A","JFK","SAN",310,2446,17,15,2013-06-07 17:00:00,"134744"
"398",2013,7,8,1948,1920,28,2126,2100,26,"AA",361,"N3AAAA","LGA","ORD",104,733,19,20,2013-07-08 19:00:00,"152214"
"399",2013,7,23,1704,1706,-2,2117,2111,6,"B6",803,"N651JB","JFK","SJU",194,1598,17,6,2013-07-23 17:00:00,"160779"
"400",2013,12,4,601,600,1,827,846,-19,"B6",583,"N526JB","JFK","MCO",127,944,6,0,2013-12-04 06:00:00,"50328"
"401",2013,8,24,2101,2059,2,2331,2349,-18,"UA",1627,"N37287","EWR","PBI",130,1023,20,59,2013-08-24 20:00:00,"179427"
"402",2013,4,12,603,600,3,859,840,19,"B6",79,"N646JB","JFK","MCO",147,944,6,0,2013-04-12 06:00:00,"103513"
"403",2013,11,24,2146,2106,40,2238,2213,25,"B6",2680,"N317JB","EWR","BOS",38,200,21,6,2013-11-24 21:00:00,"45498"
"404",2013,10,10,1202,1145,17,1513,1455,18,"DL",1174,"N327NB","LGA","PBI",148,1035,11,45,2013-10-10 11:00:00,"20962"
"405",2013,6,13,1821,1825,-4,2133,2032,61,"DL",1715,"N330NB","LGA","MSY",167,1183,18,25,2013-06-13 18:00:00,"138098"
"406",2013,3,29,945,950,-5,1230,1254,-24,"B6",1101,"N665JB","JFK","FLL",146,1069,9,50,2013-03-29 09:00:00,"95805"
"407",2013,1,21,746,747,-1,1100,1126,-26,"B6",643,"N775JB","JFK","SFO",356,2586,7,47,2013-01-21 07:00:00,"10361"
"408",2013,5,11,1128,1131,-3,1423,1444,-21,"DL",2044,"N981DL","LGA","MIA",149,1096,11,31,2013-05-11 11:00:00,"119780"
"409",2013,1,29,938,935,3,1201,1231,-30,"B6",41,"N651JB","JFK","MCO",124,944,9,35,2013-01-29 09:00:00,"14475"
"410",2013,2,2,558,600,-2,847,907,-20,"UA",1671,"N38257","EWR","FLL",153,1065,6,0,2013-02-02 06:00:00,"66077"
"411",2013,1,27,1516,1517,-1,1807,1816,-9,"B6",537,"N585JB","EWR","TPA",141,997,15,17,2013-01-27 15:00:00,"13566"
"412",2013,6,21,658,700,-2,937,947,-10,"DL",2285,"N996DL","LGA","MCO",130,950,7,0,2013-06-21 07:00:00,"142298"
"413",2013,10,3,955,1005,-10,1200,1217,-17,"DL",2319,"N352NW","LGA","MSP",142,1020,10,5,2013-10-03 10:00:00,"17127"
"414",2013,6,24,1736,1725,11,2101,2045,16,"AA",221,"N5FHAA","JFK","MIA",141,1089,17,25,2013-06-24 17:00:00,"144310"
"415",2013,6,11,1728,1729,-1,2050,2055,-5,"VX",193,"N621VA","EWR","SFO",348,2565,17,29,2013-06-11 17:00:00,"136913"
"416",2013,9,9,1524,1529,-5,1828,1846,-18,"UA",1212,"N37464","EWR","SFO",340,2565,15,29,2013-09-09 15:00:00,"187888"
"417",2013,5,14,641,645,-4,920,946,-26,"B6",135,"N563JB","JFK","RSW",142,1074,6,45,2013-05-14 06:00:00,"121186"
"418",2013,9,9,1209,1215,-6,1509,1510,-1,"AA",1143,"N3BEAA","LGA","DFW",175,1389,12,15,2013-09-09 12:00:00,"187784"
"419",2013,3,20,1103,1100,3,1356,1358,-2,"UA",1143,"N39418","EWR","PBI",159,1023,11,0,2013-03-20 11:00:00,"90842"
"420",2013,5,28,1124,1130,-6,1402,1428,-26,"B6",61,"N584JB","JFK","FLL",144,1069,11,30,2013-05-28 11:00:00,"128935"
"421",2013,1,15,1909,1910,-1,2241,2231,10,"B6",87,"N595JB","JFK","SLC",302,1990,19,10,2013-01-15 19:00:00,"7743"
"422",2013,3,5,1748,1755,-7,2018,2059,-41,"UA",284,"N457UA","EWR","DFW",193,1372,17,55,2013-03-05 17:00:00,"82780"
"423",2013,2,19,1700,1700,0,2019,2049,-30,"DL",31,"N704X","JFK","SFO",343,2586,17,0,2013-02-19 17:00:00,"75136"
"424",2013,5,20,1401,1401,0,1500,1515,-15,"B6",1002,"N284JB","JFK","BOS",40,187,14,1,2013-05-20 14:00:00,"124696"
"425",2013,11,6,828,830,-2,1047,1053,-6,"DL",1743,"N3739P","JFK","ATL",115,760,8,30,2013-11-06 08:00:00,"35334"
"426",2013,6,28,1016,1000,16,1116,1125,-9,"UA",1171,"N39475","EWR","ORD",106,719,10,0,2013-06-28 10:00:00,"146485"
"427",2013,10,18,1057,1100,-3,1356,1408,-12,"UA",1479,"N37253","EWR","LAX",337,2454,11,0,2013-10-18 11:00:00,"25278"
"428",2013,3,8,1433,1100,213,1646,1326,200,"UA",1737,"N33286","LGA","DEN",234,1620,11,0,2013-03-08 11:00:00,"84313"
"429",2013,11,16,2029,2015,14,3,2351,12,"DL",427,"N154DL","JFK","LAX",364,2475,20,15,2013-11-16 20:00:00,"41119"
"430",2013,10,12,1432,1436,-4,1821,1835,-14,"B6",703,"N564JB","JFK","SJU",207,1598,14,36,2013-10-12 14:00:00,"22124"
"431",2013,9,9,1427,1429,-2,1545,1548,-3,"B6",286,"N236JB","JFK","ROC",55,264,14,29,2013-09-09 14:00:00,"187847"
"432",2013,8,22,557,600,-3,818,830,-12,"AA",707,"N3HKAA","LGA","DFW",173,1389,6,0,2013-08-22 06:00:00,"177784"
"433",2013,8,31,1449,1455,-6,1616,1621,-5,"DL",1164,"N338NB","JFK","BOS",41,187,14,55,2013-08-31 14:00:00,"183173"
"434",2013,2,10,1534,1504,30,1706,1640,26,"UA",279,"N429UA","EWR","ORD",132,719,15,4,2013-02-10 15:00:00,"70285"
"435",2013,9,12,39,2359,40,423,350,33,"B6",745,"N806JB","JFK","PSE",205,1617,23,59,2013-09-12 23:00:00,"189171"
"436",2013,12,20,1823,1830,-7,2128,2201,-33,"DL",2514,"N937DL","JFK","MIA",151,1089,18,30,2013-12-20 18:00:00,"59351"
"437",2013,4,8,1653,1655,-2,2012,2030,-18,"VX",413,"N640VA","JFK","LAX",348,2475,16,55,2013-04-08 16:00:00,"101562"
"438",2013,6,20,900,850,10,1018,1030,-12,"AA",313,"N599AA","LGA","ORD",109,733,8,50,2013-06-20 08:00:00,"141793"
"439",2013,7,5,1505,1521,-16,1702,1742,-40,"UA",509,"N443UA","LGA","DEN",205,1620,15,21,2013-07-05 15:00:00,"150438"
"440",2013,3,7,1248,1245,3,1537,1550,-13,"AA",745,"N3CLAA","LGA","DFW",198,1389,12,45,2013-03-07 12:00:00,"83705"
"441",2013,4,5,1854,1855,-1,2221,2240,-19,"VX",29,"N641VA","JFK","SFO",354,2586,18,55,2013-04-05 18:00:00,"100011"
"442",2013,8,5,2002,1927,35,2322,2245,37,"UA",331,"N843UA","EWR","PDX",336,2434,19,27,2013-08-05 19:00:00,"168413"
"443",2013,12,18,910,849,21,1232,1210,22,"B6",795,"N623JB","JFK","AUS",212,1521,8,49,2013-12-18 08:00:00,"57922"
"444",2013,12,3,1538,1540,-2,1855,1910,-15,"AA",65,"N3JHAA","JFK","DFW",211,1391,15,40,2013-12-03 15:00:00,"50093"
"445",2013,7,1,821,822,-1,1106,1138,-32,"UA",1193,"N78438","EWR","SEA",302,2402,8,22,2013-07-01 08:00:00,"148083"
"446",2013,6,28,1823,1619,124,2204,1918,166,"UA",996,"N533UA","EWR","SFO",353,2565,16,19,2013-06-28 16:00:00,"146729"
"447",2013,5,24,2139,2058,41,2256,2218,38,"UA",768,"N835UA","EWR","BOS",36,200,20,58,2013-05-24 20:00:00,"127220"
"448",2013,9,18,1350,1400,-10,1509,1506,3,"B6",2480,"N324JB","EWR","BOS",46,200,14,0,2013-09-18 14:00:00,"192616"
"449",2013,10,1,652,652,0,921,954,-33,"UA",1439,"N37471","EWR","LAX",309,2454,6,52,2013-10-01 06:00:00,"15905"
"450",2013,11,27,724,730,-6,1207,1220,-13,"B6",1289,"N775JB","EWR","SJU",201,1608,7,30,2013-11-27 07:00:00,"46733"
"451",2013,10,11,1345,1350,-5,1447,1453,-6,"B6",1338,"N351JB","JFK","MVY",39,173,13,50,2013-10-11 13:00:00,"21574"
"452",2013,12,7,727,730,-3,1023,1042,-19,"DL",874,"N376NW","LGA","MIA",159,1096,7,30,2013-12-07 07:00:00,"52034"
"453",2013,5,30,1048,1055,-7,1145,1228,-43,"UA",1455,"N13718","EWR","ORD",103,719,10,55,2013-05-30 10:00:00,"130048"
"454",2013,3,4,1032,1034,-2,1336,1350,-14,"UA",1735,"N33292","EWR","LAX",340,2454,10,34,2013-03-04 10:00:00,"81985"
"455",2013,12,2,1912,1905,7,2100,2106,-6,"DL",1473,"N336NB","LGA","MEM",137,963,19,5,2013-12-02 19:00:00,"49660"
"456",2013,10,21,931,915,16,1229,1230,-1,"AA",1499,"N5FJAA","JFK","MIA",156,1089,9,15,2013-10-21 09:00:00,"26789"
"457",2013,6,21,1040,929,71,1158,1047,71,"B6",586,"N190JB","JFK","ROC",52,264,9,29,2013-06-21 09:00:00,"142439"
"458",2013,2,21,634,635,-1,944,1000,-16,"UA",421,"N855UA","EWR","SFO",352,2565,6,35,2013-02-21 06:00:00,"75896"
"459",2013,10,11,2026,2025,1,2320,2350,-30,"B6",915,"N535JB","JFK","SFO",331,2586,20,25,2013-10-11 20:00:00,"21802"
"460",2013,9,26,2018,2022,-4,2219,2246,-27,"B6",135,"N646JB","JFK","PHX",279,2153,20,22,2013-09-26 20:00:00,"197148"
"461",2013,12,6,1551,1530,21,1742,1721,21,"UA",377,"N815UA","LGA","CLE",80,419,15,30,2013-12-06 15:00:00,"51744"
"462",2013,5,3,609,607,2,854,938,-44,"UA",1235,"N39423","EWR","SFO",319,2565,6,7,2013-05-03 06:00:00,"115226"
"463",2013,12,27,1016,1000,16,1244,1252,-8,"UA",1124,"N24715","EWR","EGE",251,1725,10,0,2013-12-27 10:00:00,"62937"
"464",2013,9,1,926,930,-4,1030,1103,-33,"UA",1400,"N18223","LGA","ORD",110,733,9,30,2013-09-01 09:00:00,"183486"
"465",2013,12,31,1250,1255,-5,1527,1605,-38,"AA",1145,"N3BAAA","LGA","DFW",202,1389,12,55,2013-12-31 12:00:00,"65252"
"466",2013,4,16,714,714,0,823,829,-6,"B6",1932,"N536JB","JFK","BOS",38,187,7,14,2013-04-16 07:00:00,"105773"
"467",2013,10,13,1627,1629,-2,1931,1950,-19,"DL",1394,"N3769L","JFK","PDX",325,2454,16,29,2013-10-13 16:00:00,"22657"
"468",2013,5,6,758,800,-2,1035,1135,-60,"AA",59,"N329AA","JFK","SFO",319,2586,8,0,2013-05-06 08:00:00,"116879"
"469",2013,6,11,1158,1200,-2,1456,1510,-14,"AA",977,"N3HMAA","EWR","MIA",155,1085,12,0,2013-06-11 12:00:00,"136730"
"470",2013,6,10,1354,1345,9,1700,1700,0,"AA",1073,"N3GBAA","LGA","MIA",155,1096,13,45,2013-06-10 13:00:00,"136193"
"471",2013,10,31,1424,1425,-1,1712,1731,-19,"UA",1493,"N35260","EWR","LAX",329,2454,14,25,2013-10-31 14:00:00,"32326"
"472",2013,9,20,1123,1125,-2,1408,1425,-17,"UA",703,"N555UA","JFK","LAX",317,2475,11,25,2013-09-20 11:00:00,"193653"
"473",2013,9,29,913,845,28,1154,1146,8,"UA",207,"N413UA","LGA","IAH",202,1416,8,45,2013-09-29 08:00:00,"198328"
"474",2013,9,17,1851,1830,21,2222,2157,25,"UA",389,"N598UA","JFK","SFO",346,2586,18,30,2013-09-17 18:00:00,"192272"
"475",2013,11,12,846,850,-4,1223,1228,-5,"B6",15,"N807JB","JFK","SFO",335,2586,8,50,2013-11-12 08:00:00,"38576"
"476",2013,5,11,1357,1358,-1,1708,1712,-4,"DL",1331,"N332NW","LGA","MIA",173,1096,13,58,2013-05-11 13:00:00,"119834"
"477",2013,9,3,2254,2305,-11,2356,13,-17,"B6",718,"N247JB","JFK","BOS",38,187,23,5,2013-09-03 23:00:00,"184936"
"478",2013,8,24,1136,900,156,1527,1305,142,"AA",1357,"N5FJAA","JFK","SJU",207,1598,9,0,2013-08-24 09:00:00,"179152"
"479",2013,6,13,723,729,-6,1023,1020,3,"B6",361,"N618JB","LGA","PBI",139,1035,7,29,2013-06-13 07:00:00,"137744"
"480",2013,3,17,2215,2155,20,101,41,20,"B6",43,"N651JB","JFK","MCO",141,944,21,55,2013-03-17 21:00:00,"89503"
"481",2013,5,14,1644,1629,15,1925,1943,-18,"UA",1001,"N34460","EWR","LAX",317,2454,16,29,2013-05-14 16:00:00,"121524"
"482",2013,5,24,1853,1830,23,2231,2200,31,"UA",389,"N502UA","JFK","SFO",346,2586,18,30,2013-05-24 18:00:00,"127129"
"483",2013,6,27,557,600,-3,844,904,-20,"UA",774,"N830UA","EWR","RSW",149,1068,6,0,2013-06-27 06:00:00,"145722"
"484",2013,11,8,1338,1313,25,1636,1609,27,"B6",505,"N558JB","EWR","FLL",155,1065,13,13,2013-11-08 13:00:00,"36612"
"485",2013,3,3,1125,1130,-5,1419,1421,-2,"DL",695,"N932DL","JFK","MCO",136,944,11,30,2013-03-03 11:00:00,"81446"
"486",2013,1,1,1455,1457,-2,1731,1730,1,"B6",119,"N279JB","JFK","MSY",192,1182,14,57,2013-01-01 14:00:00,"294"
"487",2013,9,21,858,900,-2,1201,1204,-3,"DL",120,"N718TW","JFK","LAX",321,2475,9,0,2013-09-21 09:00:00,"194135"
"488",2013,4,29,739,745,-6,1038,1100,-22,"DL",183,"N722TW","JFK","SEA",333,2422,7,45,2013-04-29 07:00:00,"113032"
"489",2013,9,12,2032,1735,177,2355,2029,206,"UA",1109,"N14106","EWR","MCO",124,937,17,35,2013-09-12 17:00:00,"189598"
"490",2013,4,18,746,749,-3,1117,1101,16,"UA",453,"N436UA","EWR","MIA",152,1085,7,49,2013-04-18 07:00:00,"106938"
"491",2013,4,9,1802,1806,-4,1900,1935,-35,"B6",1016,"N273JB","JFK","BOS",37,187,18,6,2013-04-09 18:00:00,"102179"
"492",2013,11,20,2042,1700,222,2,2035,207,"UA",226,"N595UA","JFK","SFO",352,2586,17,0,2013-11-20 17:00:00,"43327"
"493",2013,8,25,1716,1650,26,1842,1859,-17,"DL",1473,"N336NB","LGA","MEM",118,963,16,50,2013-08-25 16:00:00,"179854"
"494",2013,10,26,912,915,-3,1200,1230,-30,"VX",161,"N848VA","EWR","LAX",324,2454,9,15,2013-10-26 09:00:00,"29536"
"495",2013,8,14,716,705,11,1155,1058,57,"B6",3,"N618JB","JFK","SJU",235,1598,7,5,2013-08-14 07:00:00,"173188"
"496",2013,8,19,1739,1730,9,2017,2026,-9,"UA",1598,"N14219","EWR","SAN",309,2425,17,30,2013-08-19 17:00:00,"176423"
"497",2013,4,23,1418,1410,8,1536,1522,14,"B6",1010,"N206JB","JFK","BOS",37,187,14,10,2013-04-23 14:00:00,"109937"
"498",2013,12,5,1156,1200,-4,1528,1526,2,"UA",766,"N568UA","JFK","SFO",364,2586,12,0,2013-12-05 12:00:00,"51058"
"499",2013,9,29,1713,1700,13,1851,1838,13,"UA",1048,"N37298","LGA","ORD",115,733,17,0,2013-09-29 17:00:00,"198581"
"500",2013,7,14,1445,1446,-1,1629,1714,-45,"UA",1222,"N73283","EWR","LAS",265,2227,14,46,2013-07-14 14:00:00,"155494"
"501",2013,4,5,2129,2119,10,14,17,-3,"UA",323,"N420UA","EWR","TPA",133,997,21,19,2013-04-05 21:00:00,"100096"
"502",2013,3,24,1423,1430,-7,1717,1735,-18,"AA",883,"N4XNAA","EWR","DFW",209,1372,14,30,2013-03-24 14:00:00,"93094"
"503",2013,3,1,1454,1455,-1,1600,1605,-5,"UA",1146,"N76504","EWR","BOS",42,200,14,55,2013-03-01 14:00:00,"80514"
"504",2013,10,13,808,810,-2,1053,1108,-15,"DL",857,"N3759","JFK","SAN",325,2446,8,10,2013-10-13 08:00:00,"22395"
"505",2013,1,27,657,700,-3,953,957,-4,"B6",203,"N807JB","JFK","LAS",329,2248,7,0,2013-01-27 07:00:00,"13333"
"506",2013,3,12,1630,1634,-4,1926,1926,0,"UA",698,"N670UA","EWR","IAH",204,1400,16,34,2013-03-12 16:00:00,"86589"
"507",2013,4,8,2350,2359,-9,317,343,-26,"B6",707,"N794JB","JFK","SJU",186,1598,23,59,2013-04-08 23:00:00,"101745"
"508",2013,3,17,1931,1855,36,2234,2203,31,"UA",124,"N76516","EWR","FLL",155,1065,18,55,2013-03-17 18:00:00,"89434"
"509",2013,1,17,1053,1100,-7,1415,1424,-9,"DL",2044,"N934DL","LGA","MIA",164,1096,11,0,2013-01-17 11:00:00,"8510"
"510",2013,3,15,1541,1545,-4,1925,1921,4,"DL",1773,"N602DL","JFK","SLC",303,1990,15,45,2013-03-15 15:00:00,"88250"
"511",2013,5,5,1654,1700,-6,1805,1850,-45,"AA",345,"N4XSAA","LGA","ORD",108,733,17,0,2013-05-05 17:00:00,"116596"
"512",2013,9,5,1141,1147,-6,1432,1505,-33,"UA",1256,"N75429","EWR","SFO",328,2565,11,47,2013-09-05 11:00:00,"185696"
"513",2013,4,2,605,600,5,937,925,12,"UA",303,"N518UA","JFK","SFO",371,2586,6,0,2013-04-02 06:00:00,"97824"
"514",2013,2,24,1046,1052,-6,1154,1223,-29,"UA",701,"N414UA","EWR","ORD",111,719,10,52,2013-02-24 10:00:00,"77633"
"515",2013,2,9,NA,1110,NA,NA,1220,NA,"B6",24,"N284JB","JFK","BTV",NA,266,11,10,2013-02-09 11:00:00,"69860"
"516",2013,12,20,1909,1858,11,2213,2150,23,"B6",711,"N558JB","JFK","LAS",336,2248,18,58,2013-12-20 18:00:00,"59383"
"517",2013,10,5,1116,1120,-4,1224,1230,-6,"B6",1307,"N228JB","JFK","IAD",48,228,11,20,2013-10-05 11:00:00,"18275"
"518",2013,8,8,1454,1448,6,1724,1741,-17,"UA",1273,"N25705","EWR","TPA",128,997,14,48,2013-08-08 14:00:00,"169985"
"519",2013,3,27,1545,1545,0,1904,1909,-5,"UA",132,"N14106","JFK","LAX",339,2475,15,45,2013-03-27 15:00:00,"94843"
"520",2013,10,10,1141,1145,-4,1421,1450,-29,"AA",1623,"N3DNAA","EWR","MIA",143,1085,11,45,2013-10-10 11:00:00,"20949"
"521",2013,4,28,1642,1647,-5,1920,1948,-28,"UA",1568,"N76514","EWR","PBI",140,1023,16,47,2013-04-28 16:00:00,"112758"
"522",2013,1,26,1655,1700,-5,1938,2006,-28,"B6",509,"N569JB","EWR","FLL",148,1065,17,0,2013-01-26 17:00:00,"13191"
"523",2013,5,9,859,900,-1,1053,1033,20,"UA",1549,"N77520","EWR","ORD",104,719,9,0,2013-05-09 09:00:00,"118592"
"524",2013,2,18,1540,1548,-8,1803,1830,-27,"DL",95,"N3772H","JFK","ATL",119,760,15,48,2013-02-18 15:00:00,"74528"
"525",2013,4,27,1852,1855,-3,2109,2204,-55,"UA",148,"N75435","EWR","SAN",305,2425,18,55,2013-04-27 18:00:00,"112325"
"526",2013,5,20,1730,1720,10,2047,2020,27,"UA",1672,"N39418","EWR","IAH",197,1400,17,20,2013-05-20 17:00:00,"124827"
"527",2013,6,13,1546,1545,1,1808,1806,2,"DL",1942,"N307DQ","EWR","ATL",110,746,15,45,2013-06-13 15:00:00,"138001"
"528",2013,3,5,1721,1729,-8,2023,2050,-27,"UA",784,"N805UA","EWR","PDX",345,2434,17,29,2013-03-05 17:00:00,"82761"
"529",2013,9,24,754,800,-6,1041,1110,-29,"B6",1511,"N603JB","EWR","RSW",144,1068,8,0,2013-09-24 08:00:00,"195624"
"530",2013,10,23,1732,1740,-8,2042,2027,15,"B6",327,"N775JB","EWR","MCO",154,937,17,40,2013-10-23 17:00:00,"28149"
"531",2013,10,8,1216,1219,-3,1453,1519,-26,"UA",1496,"N27733","EWR","SNA",318,2434,12,19,2013-10-08 12:00:00,"19872"
"532",2013,2,23,1456,1455,1,1816,1825,-9,"AA",1769,"N5EVAA","JFK","MIA",165,1089,14,55,2013-02-23 14:00:00,"77249"
"533",2013,11,16,726,729,-3,953,1020,-27,"B6",461,"N547JB","LGA","PBI",135,1035,7,29,2013-11-16 07:00:00,"40756"
"534",2013,10,7,2116,1901,135,2226,2040,106,"UA",693,"N429UA","LGA","ORD",111,733,19,1,2013-10-07 19:00:00,"19594"
"535",2013,4,22,1115,1110,5,1354,1347,7,"UA",1605,"N17233","EWR","LAS",319,2227,11,10,2013-04-22 11:00:00,"109288"
"536",2013,9,20,2027,2029,-2,2311,2331,-20,"UA",1615,"N75410","EWR","AUS",205,1504,20,29,2013-09-20 20:00:00,"193971"
"537",2013,7,23,2220,2100,80,2347,2235,72,"AA",371,"N476AA","LGA","ORD",120,733,21,0,2013-07-23 21:00:00,"160943"
"538",2013,10,5,746,748,-2,1141,1140,1,"UA",1216,"N75436","EWR","SJU",208,1608,7,48,2013-10-05 07:00:00,"18157"
"539",2013,10,2,1349,1340,9,1501,1459,2,"B6",2402,"N309JB","JFK","BUF",58,301,13,40,2013-10-02 13:00:00,"16680"
"540",2013,5,1,1825,1805,20,2104,2107,-3,"UA",1431,"N34222","EWR","DFW",177,1372,18,5,2013-05-01 18:00:00,"114530"
"541",2013,3,15,1401,1250,71,1705,1550,75,"B6",85,"N712JB","JFK","FLL",144,1069,12,50,2013-03-15 12:00:00,"88191"
"542",2013,11,17,2116,2002,74,2212,2123,49,"UA",1703,"N27724","EWR","BOS",35,200,20,2,2013-11-17 20:00:00,"41637"
"543",2013,5,23,657,700,-3,931,950,-19,"DL",2285,"N331NW","LGA","MCO",128,950,7,0,2013-05-23 07:00:00,"126167"
"544",2013,6,2,1527,1444,43,1909,1844,25,"B6",705,"N630JB","JFK","SJU",191,1598,14,44,2013-06-02 14:00:00,"131779"
"545",2013,1,26,544,540,4,1046,1017,29,"B6",725,"N708JB","JFK","BQN",192,1576,5,40,2013-01-26 05:00:00,"12880"
"546",2013,12,20,947,947,0,1415,1430,-15,"B6",403,"N571JB","JFK","SJU",189,1598,9,47,2013-12-20 09:00:00,"59085"
"547",2013,12,29,2313,2250,23,33,8,25,"B6",2002,"N229JB","JFK","BUF",58,301,22,50,2013-12-29 22:00:00,"64404"
"548",2013,9,25,726,735,-9,1036,1035,1,"AA",2279,"N3CYAA","LGA","MIA",153,1096,7,35,2013-09-25 07:00:00,"196139"
"549",2013,10,23,1520,1501,19,1710,1635,35,"UA",685,"N824UA","LGA","ORD",111,733,15,1,2013-10-23 15:00:00,"28059"
"550",2013,1,14,2138,2125,13,2239,2234,5,"UA",1066,"N34282","EWR","BOS",37,200,21,25,2013-01-14 21:00:00,"7291"
"551",2013,6,23,1523,1530,-7,1823,1840,-17,"DL",1935,"N335NW","LGA","TPA",150,1010,15,30,2013-06-23 15:00:00,"143656"
"552",2013,6,3,2033,2040,-7,22,38,-16,"UA",1071,"N14231","EWR","BQN",197,1585,20,40,2013-06-03 20:00:00,"132540"
"553",2013,5,4,1517,1522,-5,1654,1755,-61,"UA",215,"N455UA","LGA","DEN",197,1620,15,22,2013-05-04 15:00:00,"116049"
"554",2013,12,4,820,829,-9,1012,1028,-16,"B6",219,"N316JB","JFK","CLT",92,541,8,29,2013-12-04 08:00:00,"50417"
"555",2013,5,25,803,806,-3,1047,1105,-18,"UA",458,"N519UA","EWR","LAX",318,2454,8,6,2013-05-25 08:00:00,"127336"
"556",2013,7,24,2054,2029,25,3,2359,4,"B6",915,"N537JB","JFK","SFO",342,2586,20,29,2013-07-24 20:00:00,"161540"
"557",2013,6,1,925,930,-5,1021,1042,-21,"B6",42,"N267JB","JFK","SYR",41,209,9,30,2013-06-01 09:00:00,"131133"
"558",2013,12,2,1503,1500,3,1649,1641,8,"UA",1198,"N11206","LGA","ORD",115,733,15,0,2013-12-02 15:00:00,"49496"
"559",2013,5,7,1505,1510,-5,1734,1815,-41,"UA",997,"N829UA","EWR","AUS",186,1504,15,10,2013-05-07 15:00:00,"117670"
"560",2013,12,12,1300,1259,1,1551,1614,-23,"AA",1256,"N3FCAA","LGA","MIA",141,1096,12,59,2013-12-12 12:00:00,"54838"
"561",2013,11,8,1741,1659,42,1931,1859,32,"DL",1518,"N319US","EWR","DTW",82,488,16,59,2013-11-08 16:00:00,"36769"
"562",2013,8,6,709,715,-6,933,935,-2,"UA",699,"N801UA","EWR","PHX",291,2133,7,15,2013-08-06 07:00:00,"168549"
"563",2013,10,19,617,630,-13,749,805,-16,"AA",303,"N527AA","LGA","ORD",123,733,6,30,2013-10-19 06:00:00,"25661"
"564",2013,9,1,1620,1625,-5,1748,1833,-45,"DL",2231,"N360NW","LGA","DTW",71,502,16,25,2013-09-01 16:00:00,"183674"
"565",2013,11,22,732,740,-8,915,925,-10,"AA",307,"N3HDAA","LGA","ORD",136,733,7,40,2013-11-22 07:00:00,"44016"
"566",2013,7,25,1837,1759,38,2203,2058,65,"UA",535,"N595UA","JFK","LAX",319,2475,17,59,2013-07-25 17:00:00,"162056"
